generation,best_score,mean_score,median_score,elite_median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,747.0267,283.257,266.3433,578.98,9.1133,1245,458.0,26,58.666666666666664,37.36,802.0,-221.667,293.333,-164.0
2,686.9133,237.4019,222.76,245.0217,-1.35,1119,360.0,5,52.666666666666664,33.58,734.0,-192.667,263.333,-151.333
3,791.9233,219.5505,208.3133,174.785,1.21,1270,367.8,7,53.666666666666664,38.09,862.667,-203.5,268.333,-173.667
4,601.7,218.5928,202.8317,251.3717,-1.35,1007,339.8,5,47.0,30.2,649.667,-178.5,235.0,-134.667
5,781.7667,240.8875,190.8433,289.335,11.9067,1253,342.2,22,60.333333333333336,37.6,823.0,-215.167,301.667,-165.333
6,1194.1367,226.8939,166.2717,246.305,5.1,1982,295.2,15,89.66666666666667,59.47,1297.667,-342.333,448.333,-269.0
7,905.37,243.5063,210.1917,436.265,2.95,1579,378.2,12,66.66666666666667,47.37,1020.333,-279.333,333.333,-216.333
8,818.0833,281.4429,265.22,405.6517,0.8933,1325,450.0,19,60.333333333333336,39.75,877.667,-223.667,301.667,-177.333
9,819.3933,240.5837,218.895,255.3283,2.8333,1502,370.5,25,61.333333333333336,45.06,950.0,-276.0,306.667,-206.333
10,706.0933,231.0057,217.6717,113.605,6.4733,1192,354.3,21,49.0,35.76,790.0,-201.0,245.0,-163.667
11,628.6233,227.5557,198.37,175.745,-0.75,1093,352.7,8,45.666666666666664,32.79,709.333,-191.833,228.333,-150.0
12,800.44,247.0461,196.5583,242.8483,-2.1933,1313,324.2,5,62.0,36.94,819.667,-205.833,310.0,-160.333
13,568.4,148.9381,93.9883,178.4117,-2.9267,947,172.0,8,42.333333333333336,28.4,620.667,-163.0,211.667,-129.333
14,576.1233,257.1478,255.7017,285.1,0.9967,893,447.3,11,41.666666666666664,26.79,605.0,-144.0,208.333,-120.0
15,858.7033,252.763,224.57,331.045,3.2433,1446,384.3,14,62.666666666666664,43.37,945.667,-250.0,313.333,-193.667
16,993.8833,229.3815,224.9,271.1817,9.1967,1718,372.7,20,70.66666666666667,51.55,1121.667,-298.333,353.333,-234.333
17,813.5333,205.4905,178.5383,285.785,3.88,1173,281.2,14,65.0,35.2,793.333,-190.0,325.0,-150.0
18,774.6233,211.253,169.15,353.3,-0.2467,1243,306.3,8,54.0,37.29,838.333,-202.333,270.0,-168.667
19,648.5333,191.9041,165.1033,188.34,2.7167,1057,288.0,14,49.333333333333336,31.7,693.667,-181.5,246.667,-142.0
20,596.01,212.2849,179.7933,233.3367,-1.78,1050,316.0,7,43.0,31.51,678.0,-186.167,215.0,-142.333
21,721.3467,198.3943,176.4917,172.9483,4.37,1156,306.8,12,52.666666666666664,34.68,772.0,-192.0,263.333,-156.667
22,597.6967,215.3759,211.9383,212.8733,3.0667,1068,320.2,9,42.666666666666664,32.03,688.333,-189.667,213.333,-146.333
23,942.73,239.0694,223.85,284.0333,3.09,1691,378.3,12,71.0,50.73,1076.333,-307.333,355.0,-232.0
24,634.6733,184.5027,171.5533,399.005,2.49,1061,270.0,11,48.666666666666664,31.84,689.0,-186.167,243.333,-143.333
25,834.2733,201.2074,158.475,204.61,0.8467,1398,271.5,6,62.333333333333336,41.94,912.0,-243.0,311.667,-188.333
26,759.9,238.447,222.2,277.6317,6.48,1245,354.0,16,55.666666666666664,36.9,818.0,-206.0,278.333,-167.333
27,528.4367,206.0271,174.155,268.3683,-0.5933,942,270.2,8,40.333333333333336,28.27,598.667,-171.833,201.667,-128.333
28,674.9767,191.4802,156.095,265.06,-0.5833,1060,292.0,8,50.666666666666664,31.81,706.667,-176.833,253.333,-140.0
29,823.48,209.0537,171.6967,259.3983,3.1767,1383,320.5,15,61.0,41.48,902.667,-240.0,305.0,-185.667
30,860.64,231.2939,215.3133,296.2933,2.1067,1371,335.0,15,65.0,41.14,909.0,-231.167,325.0,-183.333
31,524.14,145.4767,108.2467,135.1,-1.76,855,193.8,8,39.666666666666664,25.64,560.333,-147.167,198.333,-113.0
32,774.97,231.9366,185.2733,170.485,7.1167,1249,318.2,27,54.0,37.47,840.0,-204.5,270.0,-168.0
33,703.2967,283.0272,257.645,249.0917,9.0067,1171,403.3,28,50.0,35.13,775.333,-197.833,250.0,-159.333
34,791.3633,276.8185,262.8833,290.6917,2.6767,1384,442.0,17,59.0,41.53,890.0,-247.167,295.0,-188.0
35,770.8867,209.6533,182.5267,333.1283,-2.35,1241,314.2,5,55.333333333333336,37.22,830.0,-205.333,276.667,-167.667
36,761.9833,235.1242,204.5233,319.8567,1.24,1210,329.2,8,60.0,33.65,755.667,-183.0,300.0,-144.333
37,583.6633,209.6391,215.205,194.4433,3.7067,978,374.2,16,42.666666666666664,29.33,640.333,-168.667,213.333,-130.667
38,636.8467,251.0542,215.9317,188.335,0.71,1173,403.5,7,45.0,35.18,751.333,-210.667,225.0,-164.0
39,621.67,196.2311,161.515,214.0117,4.2233,989,258.8,13,44.666666666666664,29.67,663.0,-163.0,223.333,-131.333
40,591.9133,203.8715,201.3367,204.825,2.04,953,324.5,8,42.666666666666664,28.58,636.667,-158.0,213.333,-128.667
41,814.12,188.2076,135.0083,361.9617,-2.28,1337,274.3,7,58.666666666666664,40.12,885.333,-226.0,293.333,-178.667
42,642.7633,154.0299,105.3233,235.09,-2.9267,1164,193.0,8,44.0,34.93,755.333,-204.5,220.0,-163.0
43,672.5467,185.2754,170.0,198.6467,1.4567,1113,298.3,7,53.0,33.38,717.667,-197.5,265.0,-146.0
44,405.1267,176.7325,153.58,280.3783,3.1533,649,244.0,21,31.666666666666668,19.46,426.0,-111.333,158.333,-87.333
45,714.8867,176.0785,154.7583,183.785,-1.76,1224,262.3,8,57.333333333333336,36.72,779.667,-222.167,286.667,-166.0
46,656.21,185.8373,125.4133,188.7717,3.7867,1190,227.8,15,46.0,35.71,767.333,-211.5,230.0,-165.333
47,488.24,223.1584,223.645,237.09,-0.26,841,386.7,8,33.0,24.74,549.0,-137.833,165.0,-112.667
48,727.0933,228.2363,191.025,253.175,0.24,1325,330.5,8,56.666666666666664,39.76,832.0,-246.667,283.333,-181.333
49,698.94,263.1261,275.9283,283.2767,5.7933,1098,453.3,15,53.0,32.94,731.333,-183.333,265.0,-147.0
50,423.77,186.9528,204.425,282.495,-2.78,822,352.7,5,33.0,20.27,444.0,-115.833,165.0,-89.667
51,452.7667,198.4755,193.1817,220.395,0.9767,751,318.2,6,31.666666666666668,22.1,493.333,-121.667,158.333,-99.333
52,904.4267,226.1837,180.5833,222.455,-0.9067,1492,317.8,9,68.33333333333333,44.76,974.667,-258.667,341.667,-198.0
53,601.58,211.5468,192.0267,192.0267,-2.35,1003,339.3,5,43.0,30.08,663.0,-169.833,215.0,-136.667
54,504.1033,168.6521,138.18,244.7267,-1.88,876,250.5,4,35.0,26.27,574.667,-150.5,175.0,-121.333
55,632.96,210.8802,185.9633,245.6667,-2.76,1015,287.7,8,45.666666666666664,30.46,678.333,-168.5,228.333,-135.667
