generation,best_score,mean_score,median_score,elite_median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,892.8633,255.7161,234.165,581.3367,-1.41,718,180.5,3,74.66666666666667,21.53,617.667,-50.0,373.333,-69.667
2,1225.77,355.9662,362.8633,483.825,8.45,1009,282.5,15,101.0,30.27,863.333,-72.833,505.0,-100.0
3,823.13,233.0201,192.1083,520.3933,-0.91,870,161.8,3,72.0,18.63,540.667,-40.167,360.0,-56.0
4,633.37,256.7431,274.1867,339.9583,2.38,496,232.3,6,54.0,14.87,428.0,-33.833,270.0,-45.667
5,915.57,295.2894,253.65,378.3533,-0.29,802,180.5,6,76.33333333333333,24.07,662.0,-70.167,381.667,-82.0
6,987.4967,321.7911,292.5533,406.15,-0.91,778,231.0,3,84.0,23.33,671.333,-53.167,420.0,-74.0
7,1017.52,338.9086,279.2383,474.75,9.4667,801,230.2,10,87.66666666666667,24.02,686.333,-57.167,438.333,-74.0
8,800.98,278.7539,248.53,410.9233,-0.41,649,210.8,3,67.66666666666667,19.48,551.667,-48.833,338.333,-59.667
9,1143.66,298.0301,229.845,313.905,-1.41,922,196.2,3,97.33333333333333,27.66,786.667,-67.667,486.667,-89.667
10,909.02,306.0095,265.785,294.9833,4.5767,734,224.2,14,77.66666666666667,22.02,624.0,-55.0,388.333,-70.333
11,880.18,329.6126,339.75,386.605,3.17,706,280.2,6,75.33333333333333,21.18,601.333,-52.333,376.667,-66.667
12,1178.6433,312.4719,290.5667,325.23,0.09,910,243.2,3,103.33333333333333,27.31,783.0,-63.667,516.667,-84.667
13,737.01,270.305,258.6017,328.3633,-0.91,600,206.2,3,61.0,18.01,515.0,-42.667,305.0,-58.333
14,1219.5233,280.9721,218.175,272.7167,-1.41,990,197.8,3,101.33333333333333,29.69,850.0,-69.833,506.667,-97.0
15,970.9533,278.0195,253.165,395.6767,0.66,787,180.5,5,83.33333333333333,23.62,666.0,-60.667,416.667,-74.667
16,1180.02,264.9729,209.5767,370.21,1.4733,967,163.7,6,100.0,29.02,818.667,-74.333,500.0,-93.333
17,1245.0033,284.7794,243.4533,452.3233,-1.41,989,190.3,3,105.0,29.67,851.0,-69.0,525.0,-91.667
18,760.9533,219.1029,186.4517,324.245,4.4367,621,149.8,9,63.666666666666664,18.62,530.667,-45.0,318.333,-61.667
19,1047.61,315.5214,235.88,466.32,6.9433,870,189.7,19,88.66666666666667,26.11,734.0,-68.167,443.333,-87.667
20,834.1433,270.2624,239.555,401.74,2.8467,727,210.5,6,66.66666666666667,21.81,612.333,-57.333,333.333,-76.0
21,937.5467,239.1843,186.5183,391.2217,1.74,763,147.8,8,81.66666666666667,22.88,639.333,-61.667,408.333,-71.333
22,1154.5967,225.1007,173.5267,355.3233,-0.4967,914,138.5,3,97.0,27.43,789.333,-62.5,485.0,-84.667
23,899.9633,197.4311,86.0817,317.9783,2.9733,704,99.7,5,76.0,21.13,610.667,-46.833,380.0,-65.0
24,953.2333,271.575,230.625,405.81,-0.19,847,191.2,6,73.66666666666667,25.4,713.667,-66.5,368.333,-87.667
25,943.7,314.2925,322.2183,351.9717,4.38,707,254.5,13,85.33333333333333,21.2,607.0,-49.833,426.667,-61.333
26,1128.0433,302.403,219.7617,514.0833,2.3467,974,191.8,6,91.66666666666667,29.21,818.0,-77.833,458.333,-99.667
27,1037.33,348.1787,303.1833,349.7717,2.81,878,238.0,10,85.66666666666667,26.33,738.333,-69.667,428.333,-86.0
28,1311.73,390.4664,358.6817,390.47,4.06,1091,283.8,11,109.33333333333333,32.73,923.667,-83.667,546.667,-107.667
29,1113.9733,344.9799,331.15,440.9733,-1.1933,888,271.7,5,95.33333333333333,26.64,760.667,-63.667,476.667,-86.333
30,838.85,285.3703,273.26,404.3633,-0.91,628,225.3,3,72.33333333333333,18.85,552.333,-38.0,361.667,-56.0
31,1225.7533,294.2605,246.875,410.6767,12.4767,947,195.8,10,109.33333333333333,28.42,805.333,-71.0,546.667,-83.667
32,1208.13,312.8168,275.705,300.9917,1.84,988,244.2,11,101.33333333333333,29.63,840.667,-73.5,506.667,-95.333
