generation,best_score,mean_score,median_score,elite_median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,5039.74,358.1528,3.815,1046.905,-2.45,8774,15.0,3,270,87.74,5866.0,-1454.0,540.0,0.0
2,5258.2,813.3722,290.8,2432.56,1.53,9370,533.0,3,283,93.7,6189.0,-1590.5,566.0,0.0
3,3884.7,813.89,529.27,2121.105,4.43,6720,912.5,16,201,67.2,4517.0,-1101.5,402.0,0.0
4,3834.72,536.2346,131.015,1653.46,-1.41,7072,246.5,9,197,70.72,4604.0,-1234.0,394.0,0.0
5,5143.15,864.7774,451.6,2358.305,-1.47,9215,823.5,3,270,92.15,6079.0,-1568.0,540.0,0.0
6,5366.05,1063.8192,734.025,2526.48,-0.31,9505,1280.5,15,289,95.05,6297.0,-1604.0,578.0,0.0
7,4654.79,872.9964,534.405,1920.76,2.6,8126,940.5,3,267,80.29,5370.0,-1329.5,534.0,0.0
8,6021.56,1066.5764,614.68,3217.325,-1.47,10606,1130.5,3,321,106.06,7051.0,-1777.5,642.0,0.0
9,4837.25,1293.6968,713.04,3775.36,1.71,8525,1304.0,21,242,85.25,5687.0,-1419.0,484.0,0.0
10,6133.18,936.5562,636.455,2181.545,7.71,10768,1162.0,21,319,107.68,7181.0,-1793.5,638.0,0.0
11,6355.48,1116.3088,709.01,2895.345,12.74,11348,1226.0,24,336,113.48,7496.0,-1926.0,672.0,0.0
12,3339.97,855.035,582.26,2107.605,4.1,6097,1150.5,10,175,60.97,3985.0,-1056.0,350.0,0.0
13,5591.46,925.6296,622.05,2273.74,5.6,9896,1090.5,10,313,98.96,6543.0,-1676.5,626.0,0.0
14,4492.52,886.752,456.38,2325.05,7.72,8002,867.0,16,240,80.02,5289.0,-1356.5,480.0,0.0
15,4791.58,1046.76,770.565,2660.945,-1.47,8508,1373.0,3,260,85.08,5627.0,-1440.5,520.0,0.0
16,3095.24,840.6972,542.61,2277.145,3.53,5474,967.0,3,167,54.74,3629.0,-922.5,334.0,0.0
17,4914.59,797.5094,450.055,2447.32,4.65,9059,810.0,14,257,90.59,5893.0,-1583.0,514.0,0.0
18,6097.29,790.5344,265.75,2110.775,5.6,10679,565.0,10,325,106.79,7120.0,-1779.5,650.0,0.0
19,2861.38,550.2534,159.15,1726.74,4.13,5038,290.0,13,157,50.38,3344.0,-847.0,314.0,0.0
20,6505.73,921.3628,314.535,2281.265,0.03,11373,606.5,3,373,113.73,7555.0,-1909.0,746.0,0.0
21,4702.06,667.4676,316.775,1750.39,4.65,8506,616.0,14,241,85.06,5592.0,-1457.0,482.0,0.0
22,4274.42,816.2196,387.465,1960.43,2.63,7674,656.0,13,241,75.42,4992.0,-1275.0,482.0,0.0
23,3374.37,825.0214,516.615,2542.91,3.67,6187,911.5,17,149,61.87,4072.0,-1057.5,298.0,0.0
24,4665.48,947.5146,410.665,2855.35,10.16,8298,716.0,16,258,82.98,5477.0,-1410.5,516.0,0.0
25,4756.76,1050.2414,526.1,2523.565,7.77,8476,914.5,22,243,84.76,5616.0,-1430.0,486.0,0.0
26,5056.84,1083.6172,699.64,2642.71,4.71,9184,1239.0,16,265,91.84,6018.0,-1583.0,530.0,0.0
27,5035.35,970.8152,517.05,2653.375,7.16,8985,930.0,16,249,89.85,5960.0,-1512.5,498.0,0.0
28,5310.36,1097.9524,640.19,3399.85,2.6,9436,1050.0,10,284,94.36,6244.0,-1596.0,568.0,0.0
