generation,best_score,mean_score,median_score,elite_median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,2094.88,575.2788,507.72,1191.2767,-1.41,5096,1191.7,3,143.0,152.88,3025.333,-1035.333,715.0,-763.0
2,1958.8333,429.5301,301.81,808.6883,-1.41,4617,674.7,3,132.66666666666666,138.5,2770.667,-923.0,663.333,-690.667
3,1396.1967,405.8883,305.3633,485.6783,3.31,3418,670.5,27,94.66666666666667,102.53,2027.667,-695.0,473.333,-512.333
4,2842.59,513.6974,354.4933,765.945,-1.41,7886,738.7,3,191.33333333333334,236.59,4533.0,-1676.667,956.667,-1207.0
5,1604.0067,556.0286,498.0433,581.195,-1.41,4313,1436.5,3,108.33333333333333,114.84,2291.0,-768.5,541.667,-575.0
6,2432.8,491.0382,480.985,820.215,-0.1833,5893,1199.7,5,172.33333333333334,176.8,3482.0,-1205.667,861.667,-882.0
7,2142.3967,577.9831,540.82,737.925,-0.91,5124,1283.5,3,152.66666666666666,153.73,3034.333,-1045.0,763.333,-764.0
8,2723.3133,536.1821,454.23,748.7867,-0.91,6166,1068.3,3,183.66666666666666,184.98,3746.0,-1210.0,918.333,-916.0
9,2013.49,694.763,595.5333,882.3167,-1.41,4649,1306.2,3,147.0,127.99,2604.0,-831.167,735.0,-622.333
10,2421.03,623.1497,504.5283,1195.7167,-0.41,5884,1151.3,3,167.33333333333334,176.53,3489.333,-1197.5,836.667,-884.0
11,2079.9333,580.4768,487.7033,1129.9483,-0.41,5370,1162.3,3,138.66666666666666,161.1,3149.0,-1110.5,693.333,-813.0
12,1381.25,522.0725,493.195,881.3583,-0.91,3292,1249.2,3,91.0,98.75,1978.0,-656.833,455.0,-493.667
13,2094.0467,679.4583,671.8783,655.0133,3.9233,4763,1596.8,3,152.0,142.88,2849.667,-956.5,760.0,-702.0
14,1490.9567,541.2051,571.53,714.2633,-1.41,3593,1330.2,3,103.33333333333333,107.79,2135.333,-728.833,516.667,-540.0
15,1401.29,428.9236,309.0217,597.7983,-0.91,3493,747.0,3,90.66666666666667,104.79,2078.0,-707.5,453.333,-527.333
16,1580.9967,557.528,401.4667,848.0167,-1.41,3672,829.3,3,110.33333333333333,106.83,2152.667,-704.167,551.667,-526.0
17,2125.38,458.1499,348.0017,528.7633,0.09,4596,881.3,3,144.66666666666666,137.88,2825.667,-885.167,723.333,-676.333
18,1703.1967,426.3889,360.6133,672.1583,-1.41,4384,810.8,3,109.0,131.53,2589.667,-897.333,545.0,-665.667
19,2160.96,553.4675,482.17,794.0733,11.22,4964,1017.0,72,160.33333333333334,134.46,2741.667,-870.167,801.667,-646.667
20,2355.2933,519.0811,405.3867,901.1617,-1.41,5415,969.2,3,166.33333333333334,162.46,3247.667,-1083.833,831.667,-802.667
21,1783.9367,485.3685,420.4733,762.2217,-1.41,4109,1063.0,3,129.66666666666666,123.27,2449.667,-829.667,648.333,-607.667
22,1989.5333,610.6449,496.63,774.2617,-1.41,4740,1115.0,3,137.0,142.2,2829.333,-955.333,685.0,-711.667
23,1850.5467,580.2019,516.9533,604.0,-1.41,4379,1226.0,3,123.0,131.38,2631.667,-873.833,615.0,-653.667
24,2048.94,752.3885,692.2217,908.4983,-1.41,5298,1558.0,3,140.0,158.94,3092.667,-1102.667,700.0,-800.0
25,1404.4333,569.2165,458.0933,760.915,-1.41,3493,1057.7,3,98.66666666666667,98.6,1963.0,-661.833,493.333,-488.667
26,1618.1533,486.5408,383.5567,665.7967,5.4667,3527,863.0,29,120.66666666666667,105.82,2127.333,-700.0,603.333,-518.333
27,1768.8567,481.0274,412.3617,474.345,5.6867,4340,964.8,17,119.66666666666667,130.19,2575.0,-882.333,598.333,-652.333
28,1957.3167,556.9689,452.625,618.43,11.3533,4938,1104.2,66,129.66666666666666,148.15,2918.667,-1009.833,648.333,-748.0
29,1808.2633,468.3769,362.4283,744.7883,-1.41,4431,806.7,3,129.66666666666666,115.43,2350.0,-748.833,648.333,-556.667
30,1597.56,546.3869,540.4517,699.4,-1.41,3452,1286.2,3,109.66666666666667,103.56,2118.0,-667.0,548.333,-505.333
31,2610.19,529.1721,471.2833,843.0933,-1.41,5773,1027.5,3,184.33333333333334,173.19,3500.333,-1136.333,921.667,-848.667
32,1612.15,567.5034,487.8067,753.24,4.3,3372,1175.8,10,111.66666666666667,101.15,2087.0,-642.333,558.333,-492.0
33,1707.4467,489.209,382.1517,900.5783,-1.41,4043,776.7,3,117.33333333333333,121.28,2416.333,-813.167,586.667,-603.667
34,2152.7033,562.2849,514.0733,572.2117,-1.41,5246,1201.8,3,144.66666666666666,157.37,3122.333,-1061.667,723.333,-788.667
35,1614.8,518.579,335.4517,571.78,-0.91,4001,805.2,3,114.0,113.3,2256.333,-760.167,570.0,-564.667
36,2121.3767,608.7435,574.5817,721.27,-1.41,4974,1262.8,3,148.33333333333334,149.21,2974.0,-999.833,741.667,-743.667
37,2136.7667,619.7127,536.0533,907.7633,-1.41,5170,1304.2,3,149.0,155.1,3064.0,-1053.0,745.0,-774.333
38,2398.2767,582.6715,494.2433,596.7617,23.55,5270,1149.7,35,174.66666666666666,158.11,3181.333,-1044.5,873.333,-770.0
39,1380.31,518.9585,505.2633,633.0233,4.2233,3301,1252.3,9,97.0,96.31,1920.333,-645.0,485.0,-476.333
40,1616.72,613.9134,500.5833,514.1417,-1.41,3542,1186.5,3,116.33333333333333,99.22,2044.333,-631.5,581.667,-477.0
41,2548.62,696.3999,534.6433,822.185,-1.41,5762,1161.5,3,179.33333333333334,172.12,3463.0,-1137.167,896.667,-846.0
