generation,best_score,mean_score,median_score,elite_median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,2579.28,230.288,3.685,652.495,-2.94,3978,16.0,3,195,39.78,2759.0,-609.5,390.0,0.0
2,4172.89,516.1992,46.905,2099.005,-1.96,6589,93.5,3,316,65.89,4513.0,-1038.0,632.0,0.0
3,5755.83,1031.2572,298.105,3320.71,-1.47,9069,460.5,3,410,89.83,6225.0,-1379.0,820.0,0.0
4,4569.39,752.6144,336.985,1622.255,2.17,7139,539.5,8,343,71.39,4921.0,-1109.0,686.0,0.0
5,4221.1,1202.3092,916.955,2988.58,1.59,6510,1445.5,9,299,65.1,4542.0,-984.0,598.0,0.0
6,3651.26,737.7332,249.23,2676.67,3.09,5826,455.0,9,259,58.26,3992.0,-917.0,518.0,0.0
7,5464.82,910.1496,352.115,2387.21,0.09,8432,536.5,9,392,84.32,5875.0,-1278.5,784.0,0.0
8,4847.9,756.0148,187.545,2614.345,1.77,7740,312.0,18,355,77.4,5287.0,-1226.5,710.0,0.0
9,3266.61,562.6692,273.61,1535.775,0.09,5061,625.5,4,237,50.61,3515.0,-773.0,474.0,0.0
10,4594.86,771.9574,325.85,2292.81,-2.3,7236,605.5,3,327,72.36,4991.0,-1122.5,654.0,0.0
11,5762.24,727.0572,335.56,1760.53,4.1,9074,557.0,10,437,90.74,6223.0,-1425.5,874.0,0.0
12,3451.48,624.306,233.23,2045.61,-3.92,5448,423.0,5,242,54.48,3758.0,-845.0,484.0,0.0
13,2888.34,745.594,352.955,1990.72,1.59,4484,698.0,5,217,44.84,3101.0,-691.5,434.0,0.0
14,3600.54,786.7284,338.655,2604.035,-2.88,5573,525.5,9,263,55.54,3864.0,-845.0,526.0,0.0
15,5141.0,684.6978,265.37,1866.27,-1.47,8200,437.0,3,369,82.0,5614.0,-1293.0,738.0,0.0
16,3692.67,696.0666,435.735,1530.725,1.53,5717,698.5,3,259,57.17,3984.0,-866.5,518.0,0.0
17,4516.03,650.9418,363.97,1935.015,-2.85,7103,547.0,3,345,71.03,4871.0,-1116.0,690.0,0.0
18,4262.26,749.7178,392.165,1993.665,1.65,6476,591.5,15,318,64.76,4533.0,-971.5,636.0,0.0
19,7228.72,960.8,401.02,2746.835,4.05,11322,620.0,5,533,113.22,7807.0,-1757.5,1066.0,0.0
20,5071.55,895.76,470.17,2744.955,1.71,7955,792.0,6,386,79.55,5465.0,-1245.0,772.0,0.0
21,8653.42,1499.5092,834.38,3594.515,6.85,13742,1313.0,26,642,137.42,9402.0,-2170.0,1284.0,0.0
22,5301.75,895.3018,634.895,2232.085,1.59,8325,985.0,9,384,83.25,5742.0,-1291.5,768.0,0.0
23,4497.43,904.5722,612.27,2459.31,4.1,6943,927.0,10,358,69.43,4789.0,-1077.0,716.0,0.0
24,9963.96,1327.544,900.75,2534.105,-2.45,15396,1450.0,5,759,153.96,10660.0,-2368.0,1518.0,0.0
25,6335.68,829.0148,303.085,2324.16,-2.45,10068,608.5,5,446,100.68,6918.0,-1575.0,892.0,0.0
26,8814.12,1063.6144,376.24,2302.455,3.53,13862,656.5,3,649,138.62,9539.0,-2161.5,1298.0,0.0
27,4661.05,876.4764,567.98,2250.815,4.16,7205,898.0,11,348,72.05,4997.0,-1104.0,696.0,0.0
28,6963.69,1000.269,334.985,3050.335,3.15,10519,498.5,6,518,105.19,7388.0,-1565.5,1036.0,0.0
29,4153.83,605.448,257.665,1612.905,-3.92,6383,416.5,3,292,63.83,4465.0,-959.0,584.0,0.0
30,4443.62,1074.996,699.5,2975.9,-2.45,7162,1100.0,5,303,71.62,4898.0,-1132.0,606.0,0.0
31,6082.74,724.6736,289.845,2477.19,3.06,9474,484.5,6,447,94.74,6554.0,-1460.0,894.0,0.0
32,5301.83,837.1756,369.335,2705.045,-1.47,8483,608.5,3,389,84.83,5787.0,-1348.0,778.0,0.0
33,6287.0,1160.49,499.805,3463.605,2.78,10050,805.5,11,466,100.5,6853.0,-1598.5,932.0,0.0
34,5940.73,983.376,682.885,2204.345,4.1,9273,1117.0,10,419,92.73,6431.0,-1421.0,838.0,0.0
35,4660.19,832.021,389.53,2295.115,1.77,7169,708.0,6,347,71.69,4986.0,-1091.5,694.0,0.0
36,4356.94,843.404,281.33,2755.355,5.03,6894,478.0,3,332,68.94,4714.0,-1090.0,664.0,0.0
37,7806.3,1086.6664,635.66,2577.18,-2.88,12280,941.0,5,551,122.8,8481.0,-1899.5,1102.0,0.0
38,6700.25,976.26,556.185,2451.895,4.16,10575,914.5,4,484,105.75,7276.0,-1649.5,968.0,0.0
39,6396.72,972.3298,428.11,2486.685,2.72,10222,686.0,3,476,102.22,6969.0,-1626.5,952.0,0.0
40,5119.74,967.6374,337.385,2924.41,1.59,8043,574.5,9,352,80.24,5565.0,-1229.5,704.0,0.0
