generation,best_score,mean_score,median_score,elite_median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,1916.03,216.4018,3.595,1119.325,-3.92,4853,11.0,3,56,48.53,2788.0,-1032.5,112.0,0.0
2,3597.7,410.8798,51.6,1083.225,1.16,9020,138.5,3,120,90.2,5185.0,-1917.5,240.0,0.0
3,2097.73,442.058,282.635,1022.955,1.74,5223,753.5,10,68,52.23,3014.0,-1104.5,136.0,0.0
4,2986.39,394.4192,198.155,942.195,1.59,7639,515.0,9,85,76.39,4373.0,-1633.0,170.0,0.0
5,3366.19,523.3488,180.26,1516.115,4.16,8419,476.0,16,103,84.19,4857.0,-1781.0,206.0,0.0
6,2319.73,458.5542,281.985,1095.8,-4.87,5823,723.5,3,74,58.23,3350.0,-1236.5,148.0,0.0
7,1721.96,535.4878,336.4,1395.19,4.16,4296,880.5,16,58,42.96,2474.0,-911.0,116.0,0.0
8,3204.49,598.193,389.5,1384.79,4.22,7949,975.0,22,102,79.49,4597.0,-1676.0,204.0,0.0
9,2249.26,467.9768,336.485,1023.895,8.93,5576,914.5,38,78,55.76,3217.0,-1179.5,156.0,0.0
10,1992.88,409.788,207.015,946.695,7.89,4988,535.5,27,66,49.88,2870.0,-1059.0,132.0,0.0
11,2824.34,492.5412,216.025,1415.985,2.6,7084,524.5,9,87,70.84,4081.0,-1501.5,174.0,0.0
12,2937.9,650.5226,260.575,2024.445,4.23,7590,684.5,21,81,75.9,4330.0,-1630.0,162.0,0.0
13,1547.73,450.3284,252.825,1170.485,4.16,3923,634.0,16,52,39.23,2244.0,-839.5,104.0,0.0
14,2403.66,348.7424,198.36,812.56,3.21,6116,495.0,21,64,61.16,3515.0,-1300.5,128.0,0.0
15,3053.17,497.1622,320.295,1233.37,3.7,7717,843.0,17,94,77.17,4431.0,-1643.0,188.0,0.0
16,2739.2,516.345,352.955,1192.49,0.7,6970,886.0,9,78,69.7,3999.0,-1485.5,156.0,0.0
17,2171.85,461.8834,345.97,1058.215,8.7,5535,962.0,20,69,55.35,3164.0,-1185.5,138.0,0.0
18,1621.69,447.2616,259.705,1226.465,8.09,4069,692.0,9,55,40.69,2337.0,-866.0,110.0,0.0
19,1925.62,503.4262,353.05,1365.845,-0.37,4962,914.5,13,59,49.62,2826.0,-1068.0,118.0,0.0
20,3160.9,622.2972,419.685,1334.305,2.2,8140,942.5,9,85,81.4,4653.0,-1743.5,170.0,0.0
21,2100.52,376.5462,233.175,1042.365,1.83,5352,704.0,23,68,53.52,3058.0,-1147.0,136.0,0.0
22,2464.19,448.2024,295.63,1199.695,3.15,6069,763.0,15,79,60.69,3520.0,-1274.5,158.0,0.0
23,2086.83,428.291,247.93,1121.21,6.59,5133,662.5,9,69,51.33,2976.0,-1078.5,138.0,0.0
