generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,1,0.16,0.0,0,78,9.0,3,1,0.0,0.0,0.0,1.0,0.0
2,1,0.16,0.0,0,57,14.0,3,1,0.0,0.0,0.0,1.0,0.0
3,6,0.38,0.0,0,112,11.0,3,6,0.0,0.0,0.0,6.0,0.0
4,6,0.5,0.0,0,81,18.0,3,6,0.0,0.0,0.0,6.0,0.0
5,7,0.88,0.0,0,102,14.0,3,7,0.0,0.0,0.0,7.0,0.0
6,7,1.16,1.0,0,181,13.0,3,7,0.0,0.0,0.0,7.0,0.0
7,11,1.66,1.0,0,181,21.0,4,11,0.0,0.0,0.0,11.0,0.0
8,10,1.58,1.0,0,116,15.0,4,10,0.0,0.0,0.0,10.0,0.0
9,9,1.58,1.0,0,194,22.0,5,9,0.0,0.0,0.0,9.0,0.0
10,9,2.46,2.0,0,119,32.5,3,9,0.0,0.0,0.0,9.0,0.0
11,21,2.72,2.0,0,270,27.5,6,21,0.0,0.0,0.0,21.0,0.0
12,12,2.3,1.0,0,180,25.0,5,12,0.0,0.0,0.0,12.0,0.0
13,16,2.42,2.0,0,230,23.5,4,16,0.0,0.0,0.0,16.0,0.0
14,10,2.08,1.0,0,200,22.0,3,10,0.0,0.0,0.0,10.0,0.0
15,17,1.9,1.0,0,218,19.0,3,17,0.0,0.0,0.0,17.0,0.0
16,14,2.32,2.0,0,223,28.0,4,14,0.0,0.0,0.0,14.0,0.0
17,41,3.64,1.0,0,441,16.0,3,41,0.0,0.0,0.0,41.0,0.0
18,16,2.76,1.0,0,164,19.0,3,16,0.0,0.0,0.0,16.0,0.0
19,14,2.42,1.0,0,137,30.0,7,14,0.0,0.0,0.0,14.0,0.0
20,19,3.46,1.0,0,267,26.0,3,19,0.0,0.0,0.0,19.0,0.0
21,13,2.92,1.0,0,256,20.5,3,13,0.0,0.0,0.0,13.0,0.0
22,11,2.8,1.5,0,197,44.0,3,11,0.0,0.0,0.0,11.0,0.0
23,22,3.08,1.0,0,323,38.0,3,22,0.0,0.0,0.0,22.0,0.0
24,15,3,1.0,0,208,33.5,3,15,0.0,0.0,0.0,15.0,0.0
25,8,1.64,1.0,0,151,23.0,3,8,0.0,0.0,0.0,8.0,0.0
26,14,2.14,1.0,0,168,27.5,3,14,0.0,0.0,0.0,14.0,0.0
27,12,2.24,1.0,0,140,29.0,3,12,0.0,0.0,0.0,12.0,0.0
28,14,2.48,1.5,0,140,32.0,3,14,0.0,0.0,0.0,14.0,0.0
29,14,2.54,1.0,0,187,27.5,3,14,0.0,0.0,0.0,14.0,0.0
30,24,3.32,1.0,0,394,26.0,3,24,0.0,0.0,0.0,24.0,0.0
31,21,3.74,2.0,0,296,41.0,3,21,0.0,0.0,0.0,21.0,0.0
32,17,2.34,1.0,0,241,27.0,3,17,0.0,0.0,0.0,17.0,0.0
33,9,1.76,1.0,0,155,27.0,3,9,0.0,0.0,0.0,9.0,0.0
34,12,2.2,1.0,0,148,29.5,3,12,0.0,0.0,0.0,12.0,0.0
35,13,1.82,1.0,0,145,20.5,3,13,0.0,0.0,0.0,13.0,0.0
36,15,1.96,1.0,0,129,19.5,3,15,0.0,0.0,0.0,15.0,0.0
37,21,2.5,1.0,0,217,21.5,3,21,0.0,0.0,0.0,21.0,0.0
38,10,2,1.0,0,193,22.0,3,10,0.0,0.0,0.0,10.0,0.0
39,9,2.2,1.0,0,127,27.0,3,9,0.0,0.0,0.0,9.0,0.0
40,10,2.02,1.0,0,220,28.5,3,10,0.0,0.0,0.0,10.0,0.0
41,13,2.58,2.0,0,160,30.5,3,13,0.0,0.0,0.0,13.0,0.0
42,21,3.18,1.0,0,334,22.5,3,21,0.0,0.0,0.0,21.0,0.0
43,10,1.98,1.0,0,161,27.0,3,10,0.0,0.0,0.0,10.0,0.0
44,19,2.7,1.0,0,208,30.0,5,19,0.0,0.0,0.0,19.0,0.0
45,17,2.56,1.0,0,254,21.0,3,17,0.0,0.0,0.0,17.0,0.0
46,14,3.28,1.5,0,186,36.0,4,14,0.0,0.0,0.0,14.0,0.0
47,13,2.68,2.0,0,206,32.0,3,13,0.0,0.0,0.0,13.0,0.0
48,16,3.52,2.5,0,202,40.0,3,16,0.0,0.0,0.0,16.0,0.0
49,15,3.44,2.5,0,186,36.0,8,15,0.0,0.0,0.0,15.0,0.0
50,15,3.4,3.0,0,194,33.0,3,15,0.0,0.0,0.0,15.0,0.0
51,29,3.28,2.0,0,425,24.0,3,29,0.0,0.0,0.0,29.0,0.0
