generation,best_score,mean_score,median_score,elite_median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,2768.55,772.7022,614.4283,1616.1983,19.3333,11879,2524.0,117,155.0,338.45,3433.167,-883.067,775.0,-895.0
2,2447.2267,747.5428,671.215,1000.4333,29.0467,9635,2577.3,49,144.66666666666666,289.06,2943.5,-749.667,723.333,-759.0
3,1938.91,641.7416,573.39,739.4533,4.5267,7727,2242.5,19,112.33333333333333,231.81,2356.667,-602.733,561.667,-608.5
4,2861.1733,743.8916,483.865,728.3617,5.8833,11371,1979.8,48,166.33333333333334,341.14,3472.0,-885.467,831.667,-898.167
5,2967.5867,580.4235,361.9767,1268.7733,6.2067,12324,1701.7,61,164.0,369.72,3728.333,-973.467,820.0,-977.0
6,2962.8133,756.9855,662.5,1134.4667,10.8067,11106,2661.7,34,173.66666666666666,333.18,3467.5,-834.2,868.333,-872.0
7,2066.5867,642.4578,590.5383,783.1317,8.42,8061,2474.5,14,123.0,241.82,2469.333,-624.4,615.0,-635.167
8,2596.09,909.7979,794.0717,951.105,13.42,9916,3051.2,97,151.66666666666666,297.49,3074.667,-753.4,758.333,-781.0
9,2662.49,734.1229,581.025,404.515,9.4467,10963,2116.8,43,152.33333333333334,328.89,3307.167,-869.733,761.667,-865.5
10,2646.94,727.4691,746.455,1044.2717,3.04,10518,2733.0,21,154.66666666666666,315.54,3207.5,-820.6,773.333,-828.833
11,2278.3067,602.2884,503.5333,714.405,5.1033,8338,1855.2,14,131.66666666666666,250.14,2636.5,-613.0,658.333,-653.667
12,2597.3133,783.9382,664.1683,1309.55,3.08,10673,2831.7,9,141.66666666666666,320.18,3250.833,-834.2,708.333,-847.833
13,3358.26,741.0533,438.2683,1160.1967,15.0867,13335,1800.2,36,202.66666666666666,400.06,4044.833,-1049.133,1013.333,-1050.833
14,2567.77,813.579,714.55,1077.99,15.2833,10196,2894.5,76,154.33333333333334,305.87,3093.0,-801.933,771.667,-800.833
15,2987.28,851.5179,637.0417,1170.9083,14.4533,11886,2473.5,47,170.33333333333334,356.58,3638.5,-921.8,851.667,-937.667
16,3469.3433,963.6347,777.5283,1034.7633,12.1233,14147,3100.2,83,205.66666666666666,424.41,4257.5,-1126.4,1028.333,-1114.5
17,3076.7867,874.5739,723.275,520.3533,21.7567,12497,2839.3,136,173.66666666666666,374.92,3800.833,-979.133,868.333,-988.167
18,4178.5667,877.094,683.5233,1215.455,8.2267,16550,2706.2,46,250.33333333333334,496.5,5031.833,-1297.267,1251.667,-1304.167
19,4288.23,835.8276,642.6383,687.1933,10.4667,17184,2720.2,76,232.0,515.53,5296.833,-1318.133,1160.0,-1366.0
20,1934.5567,690.1131,628.7717,910.575,12.3633,7416,2309.5,84,114.66666666666667,222.49,2289.167,-567.6,573.333,-582.833
21,2691.43,674.8906,545.105,864.9867,18.8967,10658,2328.0,141,149.0,319.73,3287.667,-816.467,745.0,-844.5
22,2775.95,721.3769,639.79,988.4883,5.3833,11245,2433.2,38,161.0,337.35,3407.333,-886.067,805.0,-887.667
23,5240.9533,919.0405,746.2117,895.5067,20.0333,21324,2976.7,57,297.3333333333333,639.72,6475.5,-1674.6,1486.667,-1686.333
24,2888.1867,766.4723,584.0417,923.4317,16.85,11417,2323.7,125,165.66666666666666,342.52,3501.167,-883.0,828.333,-900.833
25,3222.7833,824.9397,709.0067,866.765,9.5567,12835,2836.7,20,183.33333333333334,385.05,3929.333,-995.267,916.667,-1013.0
26,2518.3267,930.6453,786.0,1165.9733,28.52,10189,3364.0,97,147.33333333333334,305.66,3085.167,-803.667,736.667,-805.5
27,2477.0333,721.531,620.9283,773.34,8.91,9660,2153.0,57,151.33333333333334,289.8,2942.667,-754.933,756.667,-757.167
28,2842.6667,704.7039,686.2333,849.5283,13.0867,11550,2573.3,81,164.66666666666666,346.5,3496.667,-911.333,823.333,-912.5
29,2396.1533,887.8685,785.7333,1489.9717,17.2767,9777,3296.7,69,143.0,293.32,2939.5,-779.667,715.0,-772.0
30,2902.68,743.9507,555.4033,645.2,29.3933,11643,2273.2,173,168.33333333333334,349.28,3541.5,-911.933,841.667,-917.833
31,2428.5867,823.6087,707.79,1153.9517,18.0933,9614,2810.7,152,137.33333333333334,288.42,2952.833,-741.667,686.667,-757.667
32,2352.4967,838.1155,731.34,720.5933,7.75,9675,2947.3,45,142.66666666666666,275.13,2799.333,-714.467,713.333,-720.833
33,2538.3767,594.7079,525.9317,917.6883,13.2367,9867,2163.8,109,155.0,296.01,3011.5,-768.8,775.0,-775.333
34,3879.3567,681.3713,483.5067,1182.2233,8.18,15653,1781.2,21,206.33333333333334,469.59,4822.167,-1201.733,1031.667,-1242.333
35,2473.8,683.8194,497.7067,855.59,5.7867,9767,2154.3,37,143.33333333333334,293.0,2990.333,-757.2,716.667,-769.0
36,2642.45,665.6307,528.5633,728.5233,5.4867,10782,2219.2,31,155.33333333333334,323.45,3250.0,-856.333,776.667,-851.333
37,4005.79,760.1419,599.6783,733.6817,23.1267,16300,2333.2,119,227.33333333333334,488.99,4948.5,-1280.533,1136.667,-1287.833
38,2381.1967,911.9685,742.6283,750.71,30.3133,10202,3010.3,123,133.0,292.93,2964.5,-767.067,665.0,-774.167
39,1909.1233,720.2887,772.6767,927.3567,5.2167,7573,3385.3,55,110.0,227.19,2317.167,-587.733,550.0,-597.5
40,3015.0,896.5631,762.92,1696.2883,14.7467,12137,3205.0,69,178.33333333333334,364.1,3674.333,-957.6,891.667,-957.5
41,2816.5733,707.7046,457.0283,656.265,5.4467,10705,1945.0,36,169.66666666666666,321.14,3305.5,-818.733,848.333,-839.667
42,2480.5533,767.531,766.1083,839.2817,2.0833,9961,2957.7,25,136.0,298.82,3057.167,-769.267,680.0,-786.167
43,2251.31,773.0498,805.8083,904.0183,-0.5133,9227,2857.0,17,136.33333333333334,276.81,2760.167,-741.333,681.667,-726.0
44,2393.5033,840.4565,749.5933,720.5817,4.0467,9552,3023.5,26,141.33333333333334,286.57,2902.667,-749.4,706.667,-753.0
45,2111.72,734.5292,731.5933,796.6383,10.6167,8617,2936.3,56,122.66666666666667,258.52,2603.333,-682.133,613.333,-681.333
46,3888.5033,901.4865,790.895,1056.4033,12.35,16609,3437.8,48,221.66666666666666,498.27,4942.167,-1344.933,1108.333,-1315.333
47,2506.56,833.0196,754.5433,1136.17,12.0567,9715,3075.3,20,148.33333333333334,291.46,2985.833,-748.733,741.667,-763.667
48,2656.82,784.0315,628.9283,712.295,4.11,11471,2440.0,20,149.66666666666666,344.12,3405.833,-931.8,748.333,-909.667
49,2526.6033,768.5454,647.8667,534.7183,9.14,9989,2786.0,101,146.66666666666666,299.67,3056.0,-775.4,733.333,-787.0
50,2959.2567,953.4165,838.3217,1251.8183,1.6233,11926,3006.7,13,167.0,357.79,3639.333,-929.533,835.0,-943.333
51,2390.38,914.7909,889.01,1028.8217,16.3467,9306,3362.5,86,134.0,279.18,2884.333,-707.467,670.0,-735.667
52,2935.3767,843.0756,767.115,821.005,18.8567,11294,3075.8,146,165.0,338.81,3515.333,-852.6,825.0,-891.167
53,2233.17,767.2594,726.6767,1018.7283,25.2233,8936,2667.3,83,131.33333333333334,268.07,2715.167,-701.067,656.667,-705.667
54,2933.86,930.4301,834.4517,741.41,6.8,11885,3241.5,43,169.0,356.56,3604.667,-935.2,845.0,-937.167
55,3955.6933,1012.5179,751.4983,855.7167,11.1367,15839,2954.2,62,229.33333333333334,475.16,4822.333,-1238.8,1146.667,-1249.667
56,2440.26,789.5616,564.73,1066.1767,22.1833,9959,2096.2,122,137.66666666666666,298.76,3025.167,-781.667,688.333,-790.333
57,2736.28,987.6929,904.455,884.11,32.22,10789,3525.0,207,166.66666666666666,323.68,3276.167,-847.4,833.333,-849.5
58,2077.64,756.93,649.615,981.3117,21.7933,8298,2700.7,118,123.66666666666667,248.94,2518.667,-652.133,618.333,-656.167
59,2602.24,844.9211,725.0683,1018.045,11.15,10398,2821.8,92,155.66666666666666,311.94,3150.167,-819.533,778.333,-818.667
60,3981.8233,910.4709,646.2433,1009.6917,12.09,17533,2769.5,63,237.0,525.99,5116.5,-1460.0,1185.0,-1385.667
61,2899.5833,764.1429,637.6633,757.2483,4.3867,12128,2474.0,61,163.0,363.85,3649.333,-965.933,815.0,-962.667
62,3090.78,791.2023,666.055,913.3117,15.42,12506,2866.8,46,177.66666666666666,372.18,3779.5,-969.4,888.333,-979.833
63,2821.8433,901.8125,809.6633,1053.9217,14.47,11590,3280.2,26,165.0,347.71,3488.0,-922.867,825.0,-916.0
64,2407.3267,784.2493,640.7683,855.0817,10.3233,10215,2638.5,40,148.66666666666666,306.46,3004.0,-841.467,743.333,-805.0
65,3283.7767,782.1935,586.49,1041.72,13.2767,13367,2558.3,110,189.66666666666666,401.01,4045.0,-1055.4,948.333,-1055.167
66,3199.6967,1083.0012,815.315,1566.135,22.9733,12901,3303.2,174,177.33333333333334,378.43,3896.167,-964.4,886.667,-997.167
67,2921.4867,793.3897,619.7,822.2783,20.94,12611,2424.8,129,167.66666666666666,378.32,3733.667,-1028.667,838.333,-1000.167
68,2319.8033,829.6067,629.6967,1161.865,3.14,9962,2641.2,58,133.33333333333334,298.87,2956.0,-810.067,666.667,-791.667
69,3658.2467,846.8295,609.4467,977.6083,26.28,16229,2536.3,116,227.0,486.88,4691.0,-1369.467,1135.0,-1285.167
70,2378.91,798.6261,672.515,591.1733,7.8933,10380,2519.7,39,139.66666666666666,311.41,3047.667,-857.0,698.333,-821.5
71,3743.22,890.3571,688.6133,1307.1,8.0067,15071,2723.2,51,215.33333333333334,452.12,4585.167,-1180.067,1076.667,-1190.667
72,2141.6067,780.5348,746.92,757.1667,9.2367,9161,3050.7,36,119.0,274.84,2735.5,-738.067,595.0,-725.667
73,2819.7067,935.7363,829.17,851.555,19.28,11148,3423.8,119,171.33333333333334,334.44,3381.333,-877.067,856.667,-875.667
74,3590.2467,785.1983,605.93,1033.1467,22.06,14319,2664.5,45,214.0,429.58,4343.833,-1126.333,1070.0,-1126.833
75,3779.48,942.4671,877.8683,1159.3,12.99,15919,3574.5,86,220.0,477.58,4747.333,-1284.933,1100.0,-1260.5
76,2146.4033,666.7662,639.6217,734.705,7.9133,8932,2488.5,73,129.0,267.97,2661.0,-722.067,645.0,-705.5
77,2799.4967,680.2704,508.425,1041.285,-0.3167,10854,2308.2,19,173.33333333333334,325.63,3306.0,-848.467,866.667,-850.333
78,2789.83,681.4273,517.08,941.03,16.6767,11051,2140.8,46,168.0,331.53,3355.0,-868.2,840.0,-868.5
79,2290.3767,594.7807,534.4317,752.47,9.23,9244,1794.5,51,134.33333333333334,277.31,2799.5,-728.933,671.667,-729.167
80,3437.7667,748.732,605.3767,927.7883,8.6933,13577,2422.8,62,212.66666666666666,407.3,4105.333,-1073.2,1063.333,-1065.0
81,2552.49,673.1108,588.255,1168.645,3.99,10230,2158.5,23,152.0,306.89,3096.333,-807.4,760.0,-803.333
82,2151.0167,692.3939,685.52,1139.0367,6.8533,8702,2950.7,26,128.0,261.05,2625.333,-690.2,640.0,-685.167
83,2628.01,696.0657,533.7217,1422.6333,7.1133,10324,2291.7,46,159.33333333333334,309.71,3143.0,-807.533,796.667,-813.833
84,4001.1933,725.5335,563.5767,1139.6417,21.6367,16352,2313.3,132,238.66666666666666,490.56,4913.0,-1305.2,1193.333,-1290.5
85,2520.5567,729.5743,794.455,859.9,9.0767,10323,3147.3,47,142.33333333333334,309.69,3127.0,-813.8,711.667,-814.0
86,2729.65,837.2898,666.925,833.53,10.01,11418,2880.7,47,155.0,342.55,3429.0,-912.067,775.0,-904.833
87,2068.3067,833.1743,809.165,1283.6483,11.5733,8667,3035.5,25,118.0,241.24,2486.667,-613.6,590.0,-636.0
88,3473.8133,771.7319,543.145,1000.7733,6.16,14919,2169.8,19,194.33333333333334,447.58,4445.667,-1205.6,971.667,-1185.5
89,2937.9267,901.628,828.4367,718.5667,-0.9967,11849,3168.7,9,172.0,355.46,3590.5,-933.533,860.0,-934.5
90,2883.64,835.8421,761.9517,860.8533,-0.1333,11758,3126.5,27,166.33333333333334,352.74,3556.667,-928.933,831.667,-928.5
91,3471.1433,863.2107,654.7117,1005.2883,0.4867,13917,2647.0,17,205.0,417.51,4220.5,-1095.2,1025.0,-1096.667
92,3777.16,621.26,445.7133,502.5,-1.21,15009,1843.7,23,227.33333333333334,450.26,4552.0,-1180.933,1136.667,-1180.833
93,2665.6667,838.2019,702.275,911.0883,14.0633,10708,2927.5,98,157.33333333333334,318.3,3227.167,-831.133,786.667,-835.333
94,2690.5167,655.2332,514.665,1161.7583,7.1533,10938,2078.8,41,154.66666666666666,328.15,3316.333,-861.133,773.333,-866.167
95,2088.2333,755.8213,727.4067,1122.2317,7.46,8333,2887.2,49,122.33333333333333,250.0,2535.167,-652.6,611.667,-656.0
96,2509.09,883.8742,835.9667,956.7533,2.2433,9996,3346.5,7,150.66666666666666,299.89,3031.167,-786.8,753.333,-788.5
97,2927.9667,818.202,634.5417,1048.6683,6.0733,11670,2604.3,21,172.0,350.1,3551.333,-913.467,860.0,-920.0
98,2584.6733,905.725,1014.0233,994.375,19.5667,10438,3959.7,103,152.0,313.14,3159.5,-823.8,760.0,-824.167
99,2366.37,902.8248,807.6133,1256.13,21.69,9472,3364.2,53,136.66666666666666,284.17,2885.833,-740.133,683.333,-746.833
100,2873.8567,857.5677,694.2883,708.0833,-0.9333,11556,2926.3,10,169.66666666666666,346.69,3500.667,-911.0,848.333,-910.833
101,5059.7267,905.0783,729.9183,632.2067,-0.3433,19995,2977.5,10,307.0,599.86,6066.5,-1572.467,1535.0,-1569.167
102,3215.78,978.061,606.8933,1215.6117,15.0867,12729,2311.5,101,194.66666666666666,381.88,3863.167,-1000.6,973.333,-1002.0
103,2712.9333,885.7207,875.74,897.5533,10.7633,11023,2963.3,84,152.0,330.7,3356.833,-861.933,760.0,-872.667
104,3141.2633,769.6103,754.9583,901.8783,27.9333,12528,2606.2,187,182.33333333333334,375.83,3819.5,-977.733,911.667,-988.0
105,2829.8267,804.8895,637.4383,807.1833,7.11,11339,2721.5,44,170.0,340.16,3427.667,-896.667,850.0,-891.333
106,3185.7367,944.1871,767.0417,894.7983,5.6967,12632,3008.7,34,194.33333333333334,378.97,3824.333,-996.733,971.667,-992.5
107,2763.2967,1103.2115,1038.5067,1128.4717,3.1533,11281,4230.5,34,157.66666666666666,338.43,3416.0,-889.8,788.333,-889.667
108,3270.9867,1138.504,1001.1017,1001.6533,3.5233,13281,4311.3,30,187.0,398.42,4031.333,-1043.6,935.0,-1050.167
109,3971.8033,1038.6111,883.6233,1187.6233,1.6233,16079,3456.7,13,226.66666666666666,482.37,4889.333,-1260.067,1133.333,-1273.167
110,2396.0233,1058.4802,1080.1333,1214.025,4.4767,9936,4388.0,37,130.66666666666666,298.09,3013.0,-782.067,653.333,-786.333
111,2768.7267,1080.5641,956.54,1006.6567,5.74,10927,4087.7,61,169.0,325.86,3301.5,-851.8,845.0,-851.833
112,3672.77,877.5436,717.3617,738.1833,34.4233,15712,3066.0,193,213.66666666666666,471.37,4657.167,-1279.6,1068.333,-1244.5
113,5171.89,1011.6659,792.3367,858.6967,26.99,20783,3373.0,158,305.6666666666667,623.49,6298.333,-1637.267,1528.333,-1641.0
114,4529.2733,820.9663,719.545,1296.0867,10.8933,18108,3091.5,65,270.0,543.24,5488.667,-1426.133,1350.0,-1426.5
115,2529.33,851.417,765.1167,919.2517,7.36,10308,3185.2,85,150.0,309.23,3104.5,-819.733,750.0,-814.667
116,3437.6967,1089.3985,858.08,1008.2283,9.8467,14048,3256.5,36,194.66666666666666,421.43,4258.667,-1106.067,973.333,-1109.667
117,3423.2133,860.581,770.415,865.0767,9.95,14099,2703.5,32,187.66666666666666,422.98,4284.0,-1106.267,938.333,-1115.833
118,4244.6167,1029.7089,795.7233,1314.95,8.6,17085,3167.8,23,242.0,512.55,5206.0,-1334.6,1210.0,-1349.333
119,3577.87,1078.2994,928.4167,1100.33,9.8833,14349,3750.0,52,212.0,430.47,4349.667,-1129.933,1060.0,-1132.333
120,2757.9833,1101.459,962.3017,1543.5517,21.57,10948,3862.7,166,165.33333333333334,328.45,3323.833,-860.133,826.667,-860.833
121,2482.8167,944.3076,850.9683,1191.4083,25.9667,9955,3540.8,104,146.0,298.65,3020.833,-782.667,730.0,-784.0
122,3729.0733,1036.8353,932.7217,1282.8267,7.7833,14898,3742.0,63,224.33333333333334,446.94,4508.5,-1176.2,1121.667,-1171.833
123,2445.71,923.4554,826.91,1109.985,9.6567,10022,3497.0,20,140.66666666666666,298.11,3012.5,-782.4,703.333,-785.833
124,3803.7433,990.1823,850.5283,1240.9067,21.5833,15494,3579.8,142,215.0,464.81,4705.833,-1216.4,1075.0,-1225.5
125,3245.9333,1084.86,960.015,1345.5167,15.8133,13173,3833.8,48,190.66666666666666,395.2,3980.167,-1042.6,953.333,-1040.167
126,2472.66,840.9873,772.9033,830.285,42.9233,10275,3056.8,170,135.33333333333334,308.26,3112.0,-810.267,676.667,-814.0
127,3086.69,1006.7051,943.6883,1119.9833,6.9567,12116,3834.0,13,181.66666666666666,363.49,3710.333,-939.133,908.333,-956.333
128,2507.33,797.3987,602.93,749.3117,11.4233,9933,2418.0,46,153.66666666666666,294.33,2983.833,-768.667,768.333,-770.5
