generation,best_score,mean_score,median_score,elite_median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,1693.57,230.4211,207.51,510.92,-1.41,3352,406.7,3,94.66666666666667,100.57,2195.667,-578.333,473.333,-497.667
2,909.6467,198.7917,110.4183,296.7217,-1.41,1833,218.7,3,51.0,54.98,1188.667,-322.0,255.0,-267.0
3,840.9567,210.4419,113.02,206.69,0.4633,1676,258.3,4,45.0,50.29,1102.333,-287.0,225.0,-249.667
4,1348.8,260.4873,212.6517,460.7417,-1.41,2410,421.2,3,73.66666666666667,72.3,1641.667,-384.167,368.333,-349.333
5,1042.9433,243.2256,183.735,390.7933,-0.7,2187,356.2,9,53.333333333333336,65.61,1423.0,-382.0,266.667,-330.333
6,1150.97,281.9165,256.705,340.545,-0.91,2299,483.2,3,63.666666666666664,68.97,1501.667,-398.667,318.333,-339.333
7,733.61,252.0863,233.645,345.0567,1.1733,1680,465.3,11,41.0,40.61,907.667,-223.0,205.0,-196.667
8,753.2367,213.6649,131.6917,410.995,-1.41,1514,240.2,3,44.666666666666664,42.07,928.0,-237.167,223.333,-203.0
9,601.42,176.8336,140.9783,302.9367,-0.71,1131,274.8,3,34.333333333333336,33.92,750.333,-190.167,171.667,-164.333
10,1384.3,225.1354,155.6833,374.9833,-1.41,2643,274.0,3,77.66666666666667,79.3,1751.333,-446.0,388.333,-388.667
11,731.4567,223.9989,188.69,307.4517,-1.41,1521,341.5,3,42.0,41.29,912.667,-231.833,210.0,-200.667
12,808.3667,246.8657,209.2783,298.7167,-0.9667,1523,373.2,6,48.666666666666664,45.7,1000.0,-261.667,243.333,-219.0
13,1056.9,247.0007,197.5783,250.9533,-1.41,2030,383.2,3,58.333333333333336,60.9,1344.0,-343.0,291.667,-296.667
14,1185.0967,248.2601,153.1067,438.23,-2.88,2331,279.0,5,61.333333333333336,69.93,1546.0,-392.5,306.667,-345.0
15,974.14,206.7122,94.5017,286.675,-0.2467,1871,272.7,11,53.333333333333336,56.14,1240.667,-315.333,266.667,-274.0
16,990.4933,196.9699,90.7467,330.9767,-0.09,1889,236.0,5,54.333333333333336,56.66,1256.333,-316.167,271.667,-278.0
17,1043.2033,233.6963,225.5467,295.035,0.2067,2046,414.5,3,55.666666666666664,61.37,1352.667,-346.5,278.333,-302.667
18,1058.33,308.5271,246.71,580.065,-2.35,2061,472.5,5,58.0,61.83,1360.0,-350.5,290.0,-303.0
19,789.7367,207.3426,164.0733,279.975,-1.41,1569,299.7,3,47.0,47.07,1015.667,-276.667,235.0,-231.333
20,1002.4067,276.6497,217.4767,381.6483,-0.41,1891,424.3,3,58.0,56.74,1251.333,-320.0,290.0,-275.667
21,905.87,217.668,188.6383,285.9133,-1.5433,1729,377.8,3,50.333333333333336,51.87,1147.0,-291.0,251.667,-253.667
22,1411.2433,276.9941,211.1967,371.985,-2.0067,2764,442.7,3,76.66666666666667,82.91,1823.0,-470.333,383.333,-407.667
23,1223.1033,234.2867,152.61,359.8883,-0.84,2342,288.5,8,69.66666666666667,70.27,1545.333,-398.5,348.333,-342.333
24,694.2233,207.7713,149.3567,372.3533,-1.84,1363,255.0,5,37.666666666666664,40.89,898.333,-232.333,188.333,-201.0
25,1093.0867,192.4847,102.1517,448.0917,-1.41,2231,191.2,3,56.333333333333336,66.92,1462.333,-384.167,281.667,-333.667
26,842.67,205.5115,125.35,301.2617,-2.0833,1722,227.5,3,44.666666666666664,51.67,1123.667,-299.333,223.333,-256.667
27,1176.7733,290.4825,271.2583,300.76,-2.0367,2298,540.5,4,64.0,68.94,1516.333,-390.833,320.0,-337.667
28,758.9067,204.7653,147.8967,388.0317,-1.41,1358,276.2,3,47.333333333333336,40.74,904.333,-226.833,236.667,-196.0
29,676.0333,169.4879,89.605,382.6017,-2.71,1357,163.0,3,36.666666666666664,40.7,888.0,-234.333,183.333,-201.667
30,933.7633,201.5227,119.1533,343.835,-2.0933,1798,210.0,3,50.333333333333336,53.93,1193.333,-302.167,251.667,-263.0
31,1066.79,229.3886,168.9517,354.7017,-0.9767,2010,326.2,5,60.666666666666664,60.29,1334.667,-337.5,303.333,-294.0
32,692.21,208.1585,170.96,327.5683,-2.5067,1457,303.7,5,34.333333333333336,43.71,950.667,-253.167,171.667,-220.667
33,799.4333,207.9649,176.4417,207.535,-0.74,1537,324.7,6,43.0,46.1,1022.667,-257.0,215.0,-227.333
34,864.7467,228.5918,108.0967,381.145,-2.8867,1553,214.3,3,52.666666666666664,46.58,1038.333,-257.167,263.333,-226.333
