generation,best_score,mean_score,median_score,elite_median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,7288.6067,1503.8793,1160.9067,2854.5617,9.7933,12765,2049.7,32,425.0,382.94,8646.0,-2059.333,2125.0,-1806.0
2,5051.4167,1166.4071,1055.585,1549.9717,2.5267,8575,1794.5,12,306.0,257.25,5832.0,-1371.5,1530.0,-1196.333
3,5565.7267,1122.6969,933.0033,1549.195,2.44,9702,1580.7,15,326.6666666666667,291.06,6573.333,-1564.333,1633.333,-1367.667
4,3548.8133,862.2346,703.5483,1229.455,1.3367,6216,1232.2,6,207.33333333333334,186.48,4209.333,-1003.333,1036.667,-880.333
5,4279.3967,1337.248,1046.1733,1025.9767,-0.74,7623,1819.7,9,257.0,218.73,4960.333,-1165.333,1285.0,-1019.333
6,4351.1967,1385.8441,1328.3533,1328.3533,0.72,7035,2210.8,5,275.0,198.53,4652.333,-982.667,1375.0,-892.0
7,3745.7533,1227.0793,784.6783,2074.53,-0.41,6005,1303.2,3,242.33333333333334,165.42,3904.667,-804.667,1211.667,-731.333
8,3969.4367,1233.3619,838.5117,2032.9783,-0.32,6942,1394.3,6,238.33333333333334,208.27,4678.0,-1132.167,1191.667,-976.333
9,5626.7167,1226.5023,954.9083,1322.5217,1.7133,9126,1602.5,13,358.6666666666667,253.05,5947.667,-1243.667,1793.333,-1123.667
10,5915.7833,1497.1017,1314.215,2220.7267,0.18,10398,2048.7,6,344.0,311.95,7037.333,-1680.5,1720.0,-1473.0
11,4198.1033,1383.2834,1326.385,2149.4467,0.1433,7259,2194.5,10,245.0,217.77,4938.333,-1160.333,1225.0,-1022.667
12,4080.21,1277.5839,1286.155,2100.5083,-0.41,6074,2192.5,3,262.3333333333333,182.21,4289.0,-892.333,1311.667,-810.333
13,4732.57,1177.8683,780.4283,1679.045,-1.2233,8186,1211.5,4,285.6666666666667,245.57,5534.333,-1325.667,1428.333,-1150.0
14,4118.44,1183.397,943.0,1614.505,-0.7233,7248,1666.7,4,248.33333333333334,217.44,4868.667,-1189.667,1241.667,-1019.667
15,4787.0,1091.8376,986.3517,1250.5317,0.76,7217,1714.5,9,306.3333333333333,216.5,5074.333,-1071.167,1531.667,-964.333
16,4541.91,1318.3376,1126.2917,2731.7533,-1.1233,8064,1752.3,7,267.3333333333333,241.91,5423.667,-1320.0,1336.667,-1140.333
17,4240.18,1276.5769,1046.4,1537.4917,1.8233,7506,1770.2,7,249.33333333333334,225.18,5057.333,-1224.333,1246.667,-1064.667
18,3755.1167,1514.8688,1506.1917,1790.3567,-0.5533,6465,2609.2,9,213.0,193.95,4429.333,-1017.833,1065.0,-915.333
19,3826.8967,1289.0261,1345.5033,1789.81,3.19,6841,2355.7,6,216.66666666666666,205.23,4621.667,-1109.667,1083.333,-973.667
20,5426.8033,1133.4283,667.8267,1585.7583,1.0733,9466,1188.7,8,330.0,283.97,6368.667,-1548.5,1650.0,-1327.333
21,4761.8833,1091.9369,817.0167,1254.915,2.8467,8202,1290.0,6,273.3333333333333,246.05,5604.0,-1298.833,1366.667,-1156.0
22,4640.04,1255.9645,803.0367,1886.035,0.0567,8151,1423.2,13,266.3333333333333,244.54,5530.333,-1310.5,1331.667,-1156.0
23,6047.1033,1246.5387,1164.64,1947.3633,2.0833,8992,1983.5,8,384.6666666666667,269.77,6363.667,-1314.333,1923.333,-1195.333
24,5888.8633,1334.0769,1147.3783,1631.1333,7.21,10201,1759.8,27,345.0,306.03,6930.0,-1635.5,1725.0,-1436.667
25,4867.3367,1224.0325,779.665,1649.0717,2.4867,8589,1330.8,11,288.0,257.67,5782.333,-1403.333,1440.0,-1209.333
26,3687.64,1163.9894,1004.1567,2199.5233,3.02,6193,1676.8,17,231.33333333333334,165.14,3901.0,-801.833,1156.667,-733.333
27,5534.04,1532.2775,1288.5733,1243.2183,-0.0067,9568,2199.7,5,327.3333333333333,287.04,6492.667,-1537.667,1636.667,-1344.667
28,4127.1267,1284.5653,994.5367,1199.5283,1.1733,7071,1590.5,8,259.0,186.96,4396.333,-917.833,1295.0,-833.333
29,4663.5867,1062.2397,547.0483,1408.8,1.0667,8064,907.2,13,272.3333333333333,241.92,5484.667,-1289.667,1361.667,-1135.0
30,4586.1633,1327.7992,1107.6417,1442.5567,0.6733,8144,1869.8,11,266.3333333333333,244.33,5492.667,-1325.833,1331.667,-1156.667
31,4250.1367,1170.2925,802.3917,1491.52,5.9667,7332,1556.5,10,256.3333333333333,219.97,4962.667,-1184.833,1281.667,-1029.333
32,3630.05,1055.74,921.41,1587.9667,0.04,6285,1401.8,8,216.0,188.55,4258.667,-1013.167,1080.0,-884.0
33,3968.3033,1192.8261,951.2683,1789.6333,5.98,6999,1579.7,16,230.66666666666666,209.97,4729.0,-1135.0,1153.333,-989.0
34,4433.6867,1293.6423,1159.735,1902.035,4.28,7801,1919.2,9,253.0,234.02,5294.667,-1253.0,1265.0,-1107.0
35,5139.2667,1435.7245,1236.385,1795.255,2.0667,8803,2007.2,13,305.3333333333333,264.1,5993.0,-1405.167,1526.667,-1239.333
36,6843.8967,1264.725,1143.6233,1975.1717,-1.5533,11724,1829.8,9,408.0,351.73,7974.0,-1875.167,2040.0,-1646.667
37,3614.13,1118.0225,762.5117,1952.6583,0.2533,6221,1319.8,14,211.66666666666666,186.63,4235.333,-992.833,1058.333,-873.333
38,4009.7167,976.712,757.0933,1832.505,5.99,6018,1269.2,17,251.33333333333334,180.55,4258.0,-880.167,1256.667,-805.333
39,4131.6533,1166.8449,841.1817,1784.6733,0.8,7277,1351.2,10,241.66666666666666,218.32,4915.333,-1181.0,1208.333,-1029.333
40,3643.5533,1285.9793,986.5733,2265.9317,-1.27,6400,1604.0,8,221.33333333333334,185.72,4207.667,-991.5,1106.667,-865.0
41,5503.08,1485.7251,1179.8683,1965.92,0.9167,8545,2092.8,8,336.6666666666667,254.58,5972.333,-1256.833,1683.333,-1150.333
42,4946.88,966.1343,609.8583,1825.8033,2.1433,7513,959.2,9,306.3333333333333,225.38,5300.333,-1106.167,1531.667,-1004.333
43,5810.8533,1569.1036,1269.7067,3300.825,3.6167,8751,2051.0,17,366.6666666666667,262.52,6177.333,-1286.667,1833.333,-1175.667
44,4147.26,1333.0685,1332.2067,1781.73,-0.4667,7242,1916.5,7,238.33333333333334,217.26,4923.333,-1159.333,1191.667,-1025.667
45,3335.2333,1238.9209,1225.2633,1632.4633,-1.41,5913,2071.5,3,191.66666666666666,177.4,3996.333,-958.5,958.333,-838.333
46,4863.4133,1282.2189,1171.8367,2196.7467,2.4033,8619,1917.3,12,275.0,258.58,5843.0,-1388.167,1375.0,-1225.0
47,6453.99,1457.6405,1330.7717,1438.2117,1.76,11200,2177.5,7,379.0,335.99,7598.333,-1800.667,1895.0,-1574.667
48,4552.53,1251.4287,1022.7483,1708.67,0.49,6905,1797.2,14,295.3333333333333,204.03,4782.667,-1009.167,1476.667,-901.667
49,6965.8367,1500.7163,1026.43,1760.025,-3.1567,12089,1676.7,9,417.3333333333333,362.67,8175.333,-1956.833,2086.667,-1702.0
50,4295.9967,1403.5941,1401.8517,2122.5383,0.76,7728,2314.5,9,243.66666666666666,231.83,5208.667,-1259.5,1218.333,-1103.333
51,3644.7967,1229.5851,1062.4017,1935.93,4.03,5769,1940.5,13,232.66666666666666,160.13,3797.667,-770.0,1163.333,-706.333
52,3792.3933,1465.3781,1278.1883,975.0367,2.0567,5665,2072.3,13,244.33333333333334,167.56,3957.0,-814.167,1221.667,-739.667
53,4630.2767,1291.9875,1025.04,1229.6217,-0.6233,6854,1701.0,7,306.3333333333333,205.61,4815.667,-1019.0,1531.667,-903.667
54,5009.3367,1304.7613,1026.7167,2029.1767,0.2133,8706,1660.3,9,293.3333333333333,261.17,5906.0,-1399.833,1466.667,-1224.667
55,4189.8233,1308.8709,1069.285,1764.325,3.3233,6639,1823.7,16,266.3333333333333,188.49,4433.0,-925.0,1331.667,-838.333
56,4171.9033,1205.9549,1167.4483,1134.985,10.8667,6186,1868.2,40,271.3333333333333,185.57,4363.0,-911.333,1356.667,-822.0
57,3612.72,1274.7201,1316.7717,1629.6883,2.8467,6391,2097.8,6,203.33333333333334,191.72,4341.333,-1024.667,1016.667,-912.333
58,3112.0733,1108.027,851.8167,1759.9783,2.8567,5658,1443.3,13,167.66666666666666,169.74,3833.333,-912.333,838.333,-817.0
59,3468.7167,1487.1383,1700.1967,2109.9983,6.3733,6052,3072.5,18,200.0,181.55,4114.667,-968.5,1000.0,-859.0
60,4468.9733,1204.8959,914.93,2485.3183,1.9067,6821,1572.3,8,279.6666666666667,204.64,4792.667,-1014.333,1398.333,-912.333
61,5319.7467,1153.69,935.0267,1341.8683,6.13,7969,1442.7,38,342.3333333333333,239.08,5607.333,-1181.0,1711.667,-1057.333
62,4123.62,1191.0038,1018.6617,1785.905,1.9867,6187,1750.3,7,260.3333333333333,185.62,4369.333,-909.0,1301.667,-824.0
63,4186.57,1264.6623,1048.7533,1936.9817,3.8567,6369,1627.7,23,261.6666666666667,191.07,4486.667,-941.167,1308.333,-858.333
64,4006.05,1274.2497,932.45,1755.3467,1.19,5885,1490.0,6,260.6666666666667,176.55,4163.333,-860.833,1303.333,-776.333
65,7613.04,1367.4823,1019.525,2093.7467,-0.7167,13351,1534.2,10,448.3333333333333,400.54,9017.0,-2167.167,2241.667,-1879.0
66,5794.55,1141.0671,933.9017,1398.3433,1.38,10118,1547.8,11,337.3333333333333,303.55,6859.667,-1629.333,1686.667,-1426.0
67,3678.6433,976.6031,701.5433,1437.765,2.22,6244,1148.7,7,221.0,187.31,4253.667,-995.0,1105.0,-872.333
68,5596.8,1523.9479,1481.6117,2013.6767,2.8167,9643,2494.0,8,328.6666666666667,289.3,6564.333,-1539.5,1643.333,-1360.667
69,3603.7933,1141.5094,1197.5867,1695.3317,4.3333,5249,1819.8,25,228.33333333333334,157.46,3747.333,-750.667,1141.667,-692.0
70,6164.2933,1131.1361,883.1483,1578.2267,-1.41,9265,1410.0,3,395.3333333333333,277.96,6518.667,-1373.333,1976.667,-1235.667
71,4809.7767,1303.6774,1058.6367,1580.4883,2.1033,7723,1779.5,7,309.0,212.11,5014.333,-1028.0,1545.0,-933.667
72,5630.0367,1291.7223,1026.8683,1538.8883,1.0333,8296,1778.2,7,352.6666666666667,248.87,5910.0,-1192.833,1763.333,-1099.333
73,4631.7333,1539.3335,1411.47,2352.1583,-3.0533,7409,2223.2,7,293.0,207.9,4899.667,-1015.167,1465.0,-925.667
74,5000.2333,1399.4354,1467.8883,2533.605,2.3633,7580,2303.7,15,312.6666666666667,227.4,5344.333,-1117.833,1563.333,-1017.0
75,6348.4167,1399.0049,1039.435,1582.6,3.74,10908,1696.3,35,380.3333333333333,327.25,7401.333,-1753.5,1901.667,-1528.333
76,6029.73,1427.5865,1092.9383,2198.51,4.2167,10608,1824.0,12,355.3333333333333,318.23,7157.333,-1725.167,1776.667,-1497.333
77,5226.62,1200.9779,739.1367,1544.4383,3.77,9237,1165.7,12,300.0,277.12,6253.0,-1492.167,1500.0,-1311.333
78,4097.23,1396.0499,1183.7967,1908.94,4.0667,7274,1946.0,13,238.0,218.23,4907.0,-1183.667,1190.0,-1034.333
79,4156.46,1163.409,774.9983,1014.835,2.02,7132,1488.8,6,248.33333333333334,213.96,4845.667,-1143.167,1241.667,-1001.667
80,4547.73,1365.5803,1283.9467,1587.2567,1.3867,7974,2102.3,7,263.0,239.23,5404.667,-1284.833,1315.0,-1126.333
81,6510.6433,1626.6771,1277.3983,1925.6267,3.1467,11144,2291.2,35,385.3333333333333,334.31,7589.667,-1777.0,1926.667,-1563.0
82,3206.34,1015.889,842.1633,1731.3833,2.2933,5695,1411.0,7,187.33333333333334,170.84,3835.0,-929.833,936.667,-806.333
83,4572.0433,1398.1481,1113.8867,1393.0967,-1.3667,8007,1883.7,10,265.3333333333333,240.21,5429.333,-1288.833,1326.667,-1135.333
84,7218.79,1155.8113,1045.965,1231.3083,-2.3033,12910,1748.5,14,415.3333333333333,387.29,8693.333,-2108.167,2076.667,-1830.333
85,3975.89,1000.1671,903.4833,1285.6467,1.2767,7230,1521.7,23,226.66666666666666,216.89,4849.0,-1190.333,1133.333,-1033.0
86,6531.8933,1234.8415,927.1083,1382.4767,0.8133,11435,1684.3,6,378.6666666666667,343.06,7751.667,-1841.833,1893.333,-1614.333
87,3974.14,1101.1501,637.51,1709.6533,1.0367,7038,1058.0,12,230.66666666666666,211.14,4750.0,-1144.0,1153.333,-996.333
88,5640.22,1677.3988,1462.62,2406.6917,-1.41,9874,2511.7,3,329.0,296.22,6691.333,-1591.333,1645.0,-1401.0
89,7979.81,1431.7411,1166.2033,1388.195,4.2867,14160,1968.7,21,462.0,424.81,9554.333,-2303.0,2310.0,-2006.333
90,3396.1167,1183.9071,1027.35,1575.61,5.64,6165,1828.3,19,193.66666666666666,184.95,4136.667,-1014.167,968.333,-879.667
91,4699.81,1318.6753,1098.9883,1385.9033,1.9467,8160,1810.3,9,278.6666666666667,244.81,5528.333,-1316.0,1393.333,-1150.667
92,4826.3367,1046.096,840.6383,1823.7883,4.6267,8406,1333.7,24,287.3333333333333,252.17,5682.0,-1361.833,1436.667,-1182.667
93,4929.26,1479.9587,1288.8433,1527.8367,4.2767,7775,2127.3,20,316.0,222.76,5218.333,-1103.5,1580.0,-988.333
94,5162.5167,1622.3419,1526.7517,2504.8867,1.0667,7612,2477.8,13,335.6666666666667,228.35,5378.0,-1116.833,1678.333,-1005.333
95,3994.2667,1292.9473,1032.63,1190.2367,0.95,6074,1605.5,15,246.66666666666666,180.1,4260.333,-871.5,1233.333,-808.0
96,3903.1267,1164.3205,903.24,1815.9283,0.29,6038,1433.7,8,245.0,179.96,4203.667,-897.5,1225.0,-808.0
97,4157.9967,1494.4153,1156.3967,2174.2883,0.22,6311,1857.7,7,261.3333333333333,189.33,4443.667,-933.667,1306.667,-848.0
98,6011.54,1338.0484,1371.185,1762.06,3.77,10668,1988.0,14,345.6666666666667,320.04,7211.0,-1728.5,1728.333,-1519.333
99,6069.9633,1423.2005,1288.6883,1925.6233,0.7767,9104,2196.8,8,387.3333333333333,273.13,6415.333,-1344.5,1936.667,-1210.667
100,4898.1033,1374.7812,1138.3367,1609.6267,-0.3867,8426,1716.3,9,287.3333333333333,252.77,5737.667,-1344.0,1436.667,-1185.0
101,3966.85,1144.1231,930.5083,1374.8683,1.4633,6114,1534.0,10,254.33333333333334,181.35,4231.333,-906.833,1271.667,-810.667
102,4193.15,1213.1798,996.2217,2225.895,0.98,7355,1478.0,10,245.0,220.65,4978.667,-1188.167,1225.0,-1043.0
103,4020.5467,1057.4313,681.41,1531.9583,1.6333,7013,1143.0,10,233.33333333333334,210.38,4762.333,-1125.167,1166.667,-993.667
104,4385.87,1595.591,1519.3,1861.8167,1.23,7385,2407.0,8,274.3333333333333,201.87,4719.667,-1004.667,1371.667,-902.667
105,4884.2733,1391.5226,1187.9683,2257.48,0.94,8465,1898.3,13,292.0,253.94,5733.333,-1365.667,1460.0,-1197.333
106,5271.11,1133.513,790.25,1701.4233,2.85,7987,1239.0,6,335.3333333333333,239.61,5610.0,-1188.5,1676.667,-1066.667
107,4884.9733,1274.7769,843.3,1430.1833,8.1667,8805,1313.2,33,304.3333333333333,221.64,5220.0,-1084.0,1521.667,-994.333
108,3414.23,1110.9862,1205.3867,1874.9417,8.4267,5287,1832.3,25,215.0,152.23,3598.333,-738.0,1075.0,-673.333
109,6097.07,1446.9189,1332.19,1903.0017,-1.67,9386,2156.3,3,386.0,281.57,6560.667,-1412.5,1930.0,-1262.667
110,5085.7167,1181.4797,903.3767,1736.6717,-0.41,7518,1499.0,3,327.3333333333333,225.55,5318.667,-1099.833,1636.667,-995.333
111,4180.1667,1355.8465,1232.3967,1505.75,-0.9267,7391,1807.7,8,262.6666666666667,191.0,4475.0,-945.833,1313.333,-853.333
112,3974.4767,1440.8404,1435.8717,1908.0317,18.4667,5777,2502.7,43,258.3333333333333,173.31,4108.667,-834.167,1291.667,-765.0
