generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,24.76,3.6368,1.19,-3.92,69,10.5,3,3,0.26,21.0,-2.5,6.0,0.0
2,76.52,8.921,5.62,-2.91,102,13.0,3,4,1.02,79.0,-11.5,8.0,0.0
3,62.12,13.9572,8.88,-1.47,112,20.5,3,3,1.12,74.0,-19.0,6.0,0.0
4,58.72,13.0442,11.385,-4.38,122,19.5,3,6,1.22,71.0,-25.5,12.0,0.0
5,67.93,18.1532,14.92,-0.92,111,25.0,3,5,0.93,69.0,-12.0,10.0,0.0
6,42.02,17.2942,15.575,0.58,69,26.0,3,3,0.52,41.0,-5.5,6.0,0.0
7,170.56,24.8484,15.04,-0.43,256,25.5,3,10,2.56,184.0,-36.0,20.0,0.0
8,111.81,25.9636,15.97,-0.92,181,24.5,3,8,1.81,123.0,-29.0,16.0,0.0
9,131.26,24.2292,16.1,1.53,176,23.5,3,6,1.76,137.0,-19.5,12.0,0.0
10,133.24,28.2326,16.34,2.05,174,28.0,3,14,1.74,127.0,-23.5,28.0,0.0
11,150.54,23.5406,15.295,-0.43,204,23.0,3,9,2.04,155.0,-24.5,18.0,0.0
12,102.9,24.666,17.845,-2.45,140,26.0,3,7,1.4,105.0,-17.5,14.0,0.0
13,104.77,20.9566,10.765,-1.47,127,18.5,3,10,1.27,98.0,-14.5,20.0,0.0
14,92.74,23.943,15.335,-2.45,124,29.0,3,4,1.24,97.0,-13.5,8.0,0.0
15,143.09,17.8728,7.71,-2.45,159,17.5,3,13,1.59,130.0,-14.5,26.0,0.0
16,68.49,17.0228,11.895,-3.31,124,20.5,3,6,0.99,70.0,-14.5,12.0,0.0
17,150.82,19.3732,9.19,0.55,182,16.0,5,9,1.82,148.0,-17.0,18.0,0.0
18,72.09,19.3778,12.22,-2.45,109,24.0,3,8,1.09,73.0,-18.0,16.0,0.0
19,80.25,18.633,13.66,-2.88,108,20.5,3,9,0.75,66.0,-4.5,18.0,0.0
20,110.56,21.1866,14.955,-2.45,171,26.0,3,11,1.56,110.0,-23.0,22.0,0.0
21,97.37,27.851,14.76,-0.95,113,27.0,3,10,0.87,80.0,-3.5,20.0,0.0
22,135.66,22.5178,10.475,-2.42,166,21.5,3,17,1.66,122.0,-22.0,34.0,0.0
23,111.85,24.7844,16.53,-3.92,135,25.5,3,5,1.35,112.0,-11.5,10.0,0.0
24,118.61,26.7712,11.555,-2.45,131,24.0,3,13,1.11,98.0,-6.5,26.0,0.0
25,138.05,29.2064,17.175,-3.92,155,27.5,3,11,1.55,128.0,-13.5,22.0,0.0
26,147.67,32.0228,20.68,-1.47,156,28.0,3,20,1.17,110.0,-3.5,40.0,0.0
27,198.8,32.2736,16.27,-1.47,230,23.5,3,17,2.3,185.0,-22.5,34.0,0.0
