generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
85,1146.69,236.531,114.88,3.15,3519,370.0,15,24,35.19,1882.0,-818.5,48.0,0.0
86,1301.85,209.7104,120.395,4.71,3885,390.5,21,36,38.85,2089.0,-898.0,72.0,0.0
87,597.77,158.541,96.81,2.6,1827,279.0,10,19,18.27,970.0,-428.5,38.0,0.0
88,835.89,192.7958,127.96,3.09,2666,357.5,9,19,26.39,1394.0,-622.5,38.0,0.0
89,738.46,160.5138,72.29,-1.29,2146,241.5,16,19,21.46,1168.0,-489.0,38.0,0.0
90,581.04,133.6944,101.035,4.16,1754,303.5,16,13,17.54,943.0,-405.5,26.0,0.0
91,759.62,121.7324,50.905,3.09,2262,183.5,9,22,22.62,1216.0,-523.0,44.0,0.0
92,732.74,207.244,137.595,6.21,2324,441.5,21,14,23.24,1229.0,-547.5,28.0,0.0
93,1665.0,231.77,117.575,1.59,5000,377.0,9,49,50.0,2678.0,-1161.0,98.0,0.0
94,1501.33,179.014,103.28,2.21,4383,328.0,15,38,43.83,2382.0,-1000.5,76.0,0.0
95,645.67,157.9428,95.02,7.77,1917,300.5,27,14,19.17,1038.0,-439.5,28.0,0.0
96,901.65,206.3712,145.435,4.34,2765,443.5,26,28,27.65,1467.0,-649.0,56.0,0.0
97,819.36,196.9988,116.43,5.07,2536,359.0,21,20,25.36,1348.0,-594.0,40.0,0.0
98,864.76,165.4712,120.03,4.71,2676,349.5,21,29,26.76,1412.0,-632.0,58.0,0.0
99,1684.5,189.6154,77.825,5.84,5000,246.0,23,43,50.0,2699.0,-1150.5,86.0,0.0
100,827.19,228.1404,174.965,1.22,2640,508.5,9,18,24.69,1334.0,-567.5,36.0,0.0
