generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,34.79,3.4262,0.84,-2.36,79,8.5,3,3,0.79,45.0,-17.0,6.0,0.0
2,40.35,9.9228,7.205,-1.96,135,20.0,3,0,1.35,71.0,-32.0,0.0,0.0
3,82.56,12.6182,8.6,-1.47,256,18.0,3,2,2.56,136.0,-60.0,4.0,0.0
4,68.03,13.6996,7.74,-5.73,253,27.5,4,3,2.53,124.0,-64.5,6.0,0.0
5,71.27,11.3856,6.18,0.09,277,27.0,3,3,2.77,134.0,-71.5,6.0,0.0
6,64.29,14.4782,7.8,-2.3,231,32.5,5,2,2.29,115.0,-57.0,4.0,0.0
7,57.13,16.5506,9.055,-1.35,213,40.0,3,2,2.13,105.0,-54.0,4.0,0.0
8,153.31,29.2304,16.855,0.15,531,54.5,3,5,5.31,269.0,-131.0,10.0,0.0
9,176.41,32.6168,17.755,0.09,591,69.5,3,8,5.91,300.0,-145.5,16.0,0.0
10,130.42,30.6102,19.165,-1.84,492,76.0,6,8,4.92,237.0,-127.5,16.0,0.0
11,352.09,43.4966,11.475,-3.92,1209,51.5,3,11,12.09,615.0,-297.0,22.0,0.0
12,169.86,34.3508,18.23,-1.35,636,76.0,3,6,6.36,313.0,-161.5,12.0,0.0
13,257.34,47.6484,29.675,3.09,834,88.5,9,9,8.34,432.0,-201.0,18.0,0.0
14,123.71,24.925,15.445,-0.37,471,61.5,3,4,4.71,231.0,-120.0,8.0,0.0
15,175.2,31.7998,17.145,0.09,570,65.0,3,3,5.7,299.0,-135.5,6.0,0.0
16,95.44,24.1348,16.41,-3.31,344,57.5,3,3,3.44,172.0,-86.0,6.0,0.0
17,160.25,33.4714,15.08,3.15,619,60.5,3,7,5.25,269.0,-128.0,14.0,0.0
18,186.3,34.1402,16.22,0.67,680,54.0,3,4,6.8,341.0,-169.5,8.0,0.0
19,176.65,35.783,20.33,1.1,565,79.0,3,7,5.65,293.0,-136.0,14.0,0.0
20,233.23,23.2648,11.455,1.16,723,43.0,3,8,7.23,381.0,-171.0,16.0,0.0
21,261.7,54.2194,28.37,-0.83,920,103.0,8,6,9.2,467.0,-226.5,12.0,0.0
22,247.48,38.4312,13.305,-3.4,898,44.5,6,4,8.98,453.0,-222.5,8.0,0.0
23,163.35,38.5418,25.195,1.65,535,90.5,3,5,5.35,277.0,-129.0,10.0,0.0
24,194.64,29.0296,8.84,-0.4,664,36.0,3,5,6.64,340.0,-162.0,10.0,0.0
25,225.2,42.6312,19.36,-1.9,770,73.5,3,11,7.7,387.0,-191.5,22.0,0.0
26,130.87,37.47,24.565,3.09,487,78.5,3,1,4.87,245.0,-121.0,2.0,0.0
27,320.4,52.9344,21.86,3.73,1140,93.5,3,12,11.4,570.0,-285.0,24.0,0.0
28,356.36,62.6938,35.905,1.71,1236,136.0,3,10,12.36,628.0,-304.0,20.0,0.0
29,265.43,30.8508,15.725,-1.9,893,57.0,8,11,8.93,454.0,-219.5,22.0,0.0
30,163.42,36.988,20.185,2.69,542,97.0,3,6,5.42,278.0,-132.0,12.0,0.0
31,331.09,56.6888,33.395,-0.4,1109,114.5,3,12,11.09,567.0,-271.0,24.0,0.0
32,428.06,48.0668,23.795,-1.41,1456,79.5,8,12,14.56,745.0,-355.5,24.0,0.0
33,217.88,44.791,28.985,-0.83,738,99.0,3,7,7.38,377.0,-180.5,14.0,0.0
34,235.42,36.455,24.985,0.67,842,87.5,3,12,8.42,416.0,-213.0,24.0,0.0
35,219.49,56.9054,39.415,-0.4,749,153.5,3,9,7.49,379.0,-185.0,18.0,0.0
36,294.99,60.0666,34.85,2.29,999,139.5,3,9,9.99,511.0,-244.0,18.0,0.0
37,179.52,41.9292,24.28,1.1,589,94.5,3,9,5.52,288.0,-132.0,18.0,0.0
38,182.78,43.9396,24.275,1.65,678,100.5,3,4,6.78,338.0,-170.0,8.0,0.0
39,176.05,34.6738,18.07,0.15,605,72.0,3,6,6.05,307.0,-149.0,12.0,0.0
40,244.62,55.504,43.765,3.15,912,152.0,3,3,9.12,457.0,-227.5,6.0,0.0
41,147.32,32.1054,20.245,0.67,541,65.5,10,5,4.82,249.0,-116.5,10.0,0.0
42,172.84,37.8214,23.125,-0.25,634,90.0,3,4,6.34,317.0,-158.5,8.0,0.0
43,227.96,45.6174,22.65,1.59,846,103.0,3,10,8.46,415.0,-215.5,20.0,0.0
44,200.55,51.8894,30.81,0.15,655,108.5,3,8,6.55,337.0,-159.0,16.0,0.0
45,255.28,51.2424,31.28,0.67,978,114.5,3,8,9.78,479.0,-249.5,16.0,0.0
46,380.28,57.391,36.39,1.1,1328,137.5,3,16,13.28,666.0,-331.0,32.0,0.0
47,207.62,52.6404,28.34,1.16,739,115.0,3,6,7.12,363.0,-174.5,12.0,0.0
48,256.46,45.5112,24.53,1.16,946,86.5,3,6,9.46,472.0,-237.0,12.0,0.0
49,145.0,26.6166,13.1,2.58,494,51.0,3,5,4.5,237.0,-106.5,10.0,0.0
50,404.81,45.7984,18.87,0.09,1381,75.5,3,12,13.81,705.0,-338.0,24.0,0.0
51,190.21,27.5122,12.355,-3.43,621,51.5,3,8,6.21,319.0,-151.0,16.0,0.0
52,188.89,36.5846,19.32,-2.45,689,64.0,3,3,6.89,347.0,-171.0,6.0,0.0
53,167.92,32.331,15.09,-3.43,642,59.0,3,5,6.42,315.0,-163.5,10.0,0.0
54,169.67,37.804,19.62,-0.46,617,65.0,3,5,6.17,308.0,-154.5,10.0,0.0
55,203.7,52.1476,39.69,-1.96,720,145.5,3,3,7.2,367.0,-176.5,6.0,0.0
56,246.3,38.1662,19.66,-2.45,830,67.0,3,7,8.3,426.0,-202.0,14.0,0.0
57,143.26,41.9262,22.185,-1.47,526,96.0,3,4,5.26,262.0,-132.0,8.0,0.0
58,254.3,40.0938,20.035,-0.4,930,80.0,3,4,9.3,468.0,-231.0,8.0,0.0
59,163.84,37.4586,19.69,-0.4,634,78.5,3,4,6.34,311.0,-161.5,8.0,0.0
60,218.05,40.0796,27.675,0.12,755,106.0,10,9,7.55,380.0,-187.5,18.0,0.0
61,189.17,46.4148,31.495,-0.86,667,123.0,8,3,6.67,340.0,-163.5,6.0,0.0
62,217.39,33.1574,17.36,-0.22,739,67.5,3,1,7.39,385.0,-177.0,2.0,0.0
63,503.75,71.1708,35.205,0.06,2225,128.0,3,11,22.25,1048.0,-588.5,22.0,0.0
64,319.36,61.6852,31.43,-1.84,1244,124.0,3,5,10.86,561.0,-262.5,10.0,0.0
65,337.15,57.7602,24.03,-1.47,1315,100.0,3,1,13.15,653.0,-331.0,2.0,0.0
66,317.78,49.2588,19.43,-1.9,1328,81.5,3,2,13.28,643.0,-342.5,4.0,0.0
67,256.66,50.247,39.085,-6.69,966,158.0,7,5,9.66,480.0,-243.0,10.0,0.0
68,303.63,61.4148,39.275,-2.79,1313,156.5,3,4,13.13,626.0,-343.5,8.0,0.0
69,179.35,44.331,19.765,-2.67,776,73.0,3,1,6.85,342.0,-171.5,2.0,0.0
70,174.66,44.7112,27.49,-1.9,688,123.0,3,3,6.66,330.0,-168.0,6.0,0.0
71,249.47,59.856,26.84,-1.47,968,100.5,3,7,8.97,450.0,-223.5,14.0,0.0
72,276.96,64.4296,42.0,0.09,988,148.5,3,8,9.46,483.0,-231.5,16.0,0.0
73,463.45,64.812,38.47,2.29,1545,144.5,3,11,15.45,799.0,-373.0,22.0,0.0
74,466.57,60.0478,36.09,2.84,1657,132.0,3,13,16.57,835.0,-411.0,26.0,0.0
75,386.53,68.0736,35.73,-1.47,1353,132.0,3,8,13.53,689.0,-332.0,16.0,0.0
76,254.45,52.958,31.145,0.55,895,120.0,5,6,8.95,454.0,-220.5,12.0,0.0
77,426.99,76.315,48.51,-1.47,1549,186.5,3,17,15.49,768.0,-390.5,34.0,0.0
78,352.51,71.4976,39.06,3.15,1301,148.5,7,6,13.01,652.0,-324.5,12.0,0.0
79,271.01,67.0708,57.385,0.18,901,211.5,3,9,9.01,463.0,-219.0,18.0,0.0
80,314.4,72.7152,42.075,0.21,1107,162.5,3,11,10.9,551.0,-269.5,22.0,0.0
81,295.67,58.474,38.25,-1.9,1117,150.5,3,9,11.17,550.0,-283.5,18.0,0.0
82,370.28,63.42,41.5,2.17,1178,157.5,3,14,11.78,613.0,-282.5,28.0,0.0
83,384.58,62.6344,31.945,1.65,1258,118.0,3,13,12.58,650.0,-304.0,26.0,0.0
84,332.18,70.5068,31.38,0.09,1218,112.5,6,7,12.18,610.0,-304.0,14.0,0.0
85,271.52,69.5902,38.34,1.22,952,145.0,3,9,9.52,480.0,-236.0,18.0,0.0
86,270.2,73.0952,40.215,4.59,920,145.5,3,11,9.2,466.0,-227.0,22.0,0.0
87,358.05,62.3422,35.33,3.53,1255,125.0,3,8,12.55,638.0,-308.5,16.0,0.0
88,386.57,77.6962,63.705,-2.45,1257,225.0,3,10,12.57,655.0,-301.0,20.0,0.0
89,560.16,91.9212,53.22,1.1,2016,201.0,3,18,20.16,1008.0,-504.0,36.0,0.0
90,333.51,59.3778,27.68,1.56,1151,118.0,3,10,11.51,585.0,-283.0,20.0,0.0
91,341.5,59.0006,37.58,1.56,1200,158.0,3,11,12.0,605.0,-297.5,22.0,0.0
92,346.56,78.8788,48.505,1.28,1256,179.5,3,10,12.56,628.0,-314.0,20.0,0.0
93,467.16,81.6684,39.02,4.08,1766,144.5,6,7,17.66,879.0,-443.5,14.0,0.0
94,704.23,97.621,65.285,1.59,2423,220.0,3,18,24.23,1237.0,-593.0,36.0,0.0
95,265.54,60.1338,31.58,0.27,854,110.5,3,6,8.54,448.0,-203.0,12.0,0.0
96,453.95,59.7066,24.49,3.21,1545,97.5,3,13,15.45,790.0,-377.5,26.0,0.0
97,658.91,83.1604,45.98,1.65,2191,157.0,3,21,21.91,1127.0,-532.0,42.0,0.0
98,347.34,91.503,51.82,0.55,1234,182.0,5,8,12.34,624.0,-305.0,16.0,0.0
99,343.26,75.0358,39.46,3.56,1176,140.0,3,6,11.76,605.0,-285.5,12.0,0.0
100,376.77,88.2794,53.65,-3.92,1327,188.0,3,8,13.27,674.0,-326.5,16.0,0.0
