generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
66,450.62,94.063,59.86,3.09,412,58.0,9,45,4.12,375.0,-18.5,90.0,0.0
67,250.47,84.4626,62.855,4.59,247,56.5,8,26,2.47,213.0,-17.0,52.0,0.0
68,361.67,85.558,60.075,-1.47,367,53.0,3,30,3.67,321.0,-23.0,60.0,0.0
69,395.17,69.6312,42.45,8.12,367,43.0,12,40,3.67,330.0,-18.5,80.0,0.0
70,410.16,68.1856,39.885,2.11,366,43.0,8,42,3.66,337.0,-14.5,84.0,0.0
71,340.69,91.3866,62.19,3.06,348,69.0,6,37,3.19,282.0,-18.5,74.0,0.0
72,371.48,87.9682,50.715,2.57,383,49.0,6,37,3.48,312.0,-18.0,74.0,0.0
73,323.74,54.952,40.1,-0.92,274,48.5,3,37,2.74,256.0,-9.0,74.0,0.0
74,687.48,93.6686,55.565,4.1,648,61.0,3,66,6.48,582.0,-33.0,132.0,0.0
75,535.11,127.6964,51.67,2.08,541,47.0,6,61,4.61,426.0,-17.5,122.0,0.0
76,418.33,113.4478,61.38,3.09,383,64.0,9,39,3.83,352.0,-15.5,78.0,0.0
77,704.91,105.8602,34.685,-0.43,714,40.5,7,71,6.91,601.0,-45.0,142.0,0.0
78,703.64,153.8696,85.335,0.12,844,79.5,3,66,6.64,598.0,-33.0,132.0,0.0
79,702.48,143.2784,73.23,-1.47,698,75.5,3,64,6.98,611.0,-43.5,128.0,0.0
80,617.31,127.7564,52.505,0.03,712,51.5,3,66,5.31,497.0,-17.0,132.0,0.0
81,825.78,111.1672,44.41,-0.92,728,48.0,6,85,7.28,675.0,-26.5,170.0,0.0
82,588.24,105.2126,60.035,2.08,724,62.5,4,47,7.24,566.0,-79.0,94.0,0.0
83,587.1,110.9348,67.87,0.06,542,83.0,6,66,5.1,470.0,-20.0,132.0,0.0
84,868.99,108.1856,49.49,2.08,799,51.5,8,91,7.99,719.0,-40.0,182.0,0.0
85,664.52,120.7556,63.84,1.04,553,65.0,4,73,5.52,526.0,-13.0,146.0,0.0
86,371.98,81.2168,44.52,2.08,348,43.0,4,38,3.48,311.0,-18.5,76.0,0.0
87,708.55,122.3304,68.03,3.09,655,56.5,3,76,6.55,585.0,-35.0,152.0,0.0
88,585.97,102.4504,53.21,2.6,547,57.5,9,61,5.47,488.0,-29.5,122.0,0.0
89,375.98,82.2728,54.19,-2.42,348,58.5,8,40,3.48,311.0,-18.5,80.0,0.0
90,573.14,127.3582,56.575,0.58,564,53.5,6,61,5.64,485.0,-39.5,122.0,0.0
91,492.92,118.2642,107.53,-1.47,442,104.0,3,51,4.42,405.0,-18.5,102.0,0.0
92,614.64,129.7266,70.125,-1.93,564,76.0,7,57,5.64,518.0,-23.0,114.0,0.0
93,543.72,127.661,77.395,1.59,522,73.5,3,54,5.22,461.0,-30.5,108.0,0.0
94,644.13,139.6896,90.345,5.03,613,76.5,3,68,6.13,539.0,-37.0,136.0,0.0
95,767.11,157.7372,78.37,4.65,711,79.0,13,83,7.11,633.0,-39.0,166.0,0.0
96,1000.24,166.9034,69.495,0.58,924,90.0,6,98,9.24,838.0,-43.0,196.0,0.0
97,765.42,121.1004,68.03,-0.92,692,54.5,8,79,6.92,631.0,-30.5,158.0,0.0
98,638.05,130.3716,70.01,-2.42,855,76.0,3,44,8.55,646.0,-104.5,88.0,0.0
99,585.93,113.3792,61.58,1.65,608,73.5,10,57,5.43,492.0,-25.5,114.0,0.0
100,363.99,107.3352,74.63,0.55,349,68.5,5,32,3.49,314.0,-17.5,64.0,0.0
101,499.9,108.1758,54.075,4.65,490,59.0,3,52,4.9,424.0,-33.0,104.0,0.0
102,806.96,125.1574,64.135,5.2,746,67.0,10,74,7.46,683.0,-31.5,148.0,0.0
103,588.55,157.2208,104.145,6.21,555,109.0,10,59,5.55,495.0,-30.0,118.0,0.0
104,630.72,134.0932,96.03,2.08,572,85.0,8,67,5.72,518.0,-27.0,134.0,0.0
105,578.27,146.2802,129.1,6.09,527,116.0,9,59,5.27,479.0,-24.0,118.0,0.0
106,715.61,129.6108,64.56,-2.42,611,77.0,6,74,6.11,578.0,-16.5,148.0,0.0
107,363.7,82.0552,38.055,-0.92,320,42.5,8,42,3.2,291.0,-14.5,84.0,0.0
108,445.98,87.5564,73.74,0.55,398,70.0,5,34,3.98,382.0,-8.0,68.0,0.0
109,527.32,99.6866,44.345,-2.42,482,45.0,8,51,4.82,441.0,-20.5,102.0,0.0
110,789.99,121.8136,64.64,-0.92,699,61.0,8,84,6.99,643.0,-28.0,168.0,0.0
111,649.97,141.334,85.685,5.03,547,83.0,3,69,5.47,520.0,-13.5,138.0,0.0
112,980.75,126.9496,61.835,1.59,825,51.0,5,106,8.25,782.0,-21.5,212.0,0.0
113,513.85,109.8288,65.215,4.65,535,72.0,9,43,5.35,460.0,-37.5,86.0,0.0
114,378.38,76.5836,53.955,1.53,351,46.0,3,49,2.88,281.0,-3.5,98.0,0.0
115,250.12,79.397,54.5,0.58,312,50.0,4,20,3.12,242.0,-35.0,40.0,0.0
116,335.9,85.4926,70.4,0.58,440,69.0,4,17,4.4,345.0,-47.5,34.0,0.0
117,736.94,99.3318,44.73,1.04,944,46.5,4,50,9.44,733.0,-105.5,100.0,0.0
118,450.23,63.539,44.615,-0.92,373,51.0,6,48,3.73,358.0,-7.5,96.0,0.0
119,453.54,103.075,62.465,2.08,354,70.0,5,54,3.54,346.0,-4.0,108.0,0.0
120,524.69,108.0452,33.005,5.06,419,42.5,6,59,4.19,408.0,-5.5,118.0,0.0
121,598.86,157.3222,73.875,0.58,590,70.5,6,66,4.86,470.0,-8.0,132.0,0.0
122,690.68,124.6146,66.285,5.6,618,53.5,8,70,6.18,569.0,-24.5,140.0,0.0
123,533.91,148.96,116.505,7.22,491,105.5,7,52,4.91,447.0,-22.0,104.0,0.0
124,564.75,138.965,82.635,-0.92,525,87.5,3,60,5.25,468.0,-28.5,120.0,0.0
125,660.17,161.8126,106.47,0.58,617,95.5,8,68,6.17,551.0,-33.0,136.0,0.0
126,461.39,113.8452,90.705,-0.92,439,79.0,8,42,4.39,395.0,-22.0,84.0,0.0
127,687.28,124.0848,71.65,-0.92,678,71.0,5,65,6.78,593.0,-42.5,130.0,0.0
128,1108.8,149.1042,65.085,-3.92,1030,60.5,3,104,10.3,937.0,-46.5,208.0,0.0
129,797.54,147.1068,85.015,0.58,754,80.5,8,75,7.54,678.0,-38.0,150.0,0.0
130,1131.7,194.147,105.96,4.08,1020,110.0,8,113,10.2,937.0,-41.5,226.0,0.0
131,905.95,188.4454,106.675,2.08,845,94.0,7,90,8.45,760.0,-42.5,180.0,0.0
132,950.0,139.191,54.305,0.58,850,58.5,3,102,8.5,775.0,-37.5,204.0,0.0
133,715.14,154.5966,106.11,-2.42,664,104.0,5,74,6.64,595.0,-34.5,148.0,0.0
134,1101.9,162.5362,84.92,1.53,1040,91.0,3,106,10.4,933.0,-53.5,212.0,0.0
135,769.9,142.8824,106.3,-1.47,790,101.0,3,67,7.9,682.0,-54.0,134.0,0.0
136,1029.14,169.113,81.8,3.15,1114,92.5,9,99,11.14,918.0,-98.0,198.0,0.0
137,703.1,131.44,87.77,5.03,610,83.5,3,72,6.1,572.0,-19.0,144.0,0.0
138,960.32,156.2152,80.33,1.04,832,70.5,4,102,8.32,776.0,-28.0,204.0,0.0
139,1437.84,154.5792,71.735,0.58,1284,63.5,8,147,12.84,1182.0,-51.0,294.0,0.0
140,482.57,128.6038,103.07,0.58,457,100.0,8,45,4.57,411.0,-23.0,90.0,0.0
141,830.47,152.1702,78.07,-3.92,747,85.5,8,80,7.47,691.0,-28.0,160.0,0.0
142,634.25,167.6136,125.74,7.59,625,119.0,9,60,6.25,547.0,-39.0,120.0,0.0
143,609.56,145.223,82.825,-3.43,566,93.5,7,66,5.56,500.0,-28.0,132.0,0.0
144,926.51,180.4926,87.31,5.6,851,81.0,10,95,8.51,769.0,-41.0,190.0,0.0
145,956.74,177.2988,90.32,3.09,874,91.5,5,94,8.74,798.0,-38.0,188.0,0.0
146,836.8,140.8462,90.075,10.66,780,82.0,12,86,7.8,698.0,-41.0,172.0,0.0
147,617.22,131.1496,85.52,4.05,608,74.0,5,61,5.72,517.0,-27.5,122.0,0.0
148,758.12,170.4938,111.72,1.22,712,95.0,3,78,7.12,634.0,-39.0,156.0,0.0
149,747.62,162.2964,112.17,-2.42,698,92.0,8,77,6.62,612.0,-25.0,154.0,0.0
150,1400.66,204.8346,105.105,0.58,1216,91.0,5,144,12.16,1139.0,-38.5,288.0,0.0
151,956.16,215.5866,140.84,1.59,866,134.0,5,97,8.66,791.0,-37.5,194.0,0.0
152,942.28,196.7438,115.49,2.08,828,102.0,8,98,8.28,768.0,-30.0,196.0,0.0
153,679.27,133.9424,67.49,2.08,677,69.0,8,69,6.77,582.0,-47.5,138.0,0.0
154,555.47,160.7032,84.45,5.03,497,70.0,3,62,4.97,450.0,-23.5,124.0,0.0
155,883.47,175.709,141.83,1.19,797,126.5,11,94,7.97,724.0,-36.5,188.0,0.0
156,989.06,161.6706,103.69,-2.42,856,90.5,8,108,8.56,795.0,-30.5,216.0,0.0
157,589.71,139.8836,87.71,-1.47,521,89.5,3,58,5.21,486.0,-17.5,116.0,0.0
158,676.45,166.5518,80.93,4.07,595,85.5,7,76,5.95,544.0,-25.5,152.0,0.0
159,546.61,115.0434,65.265,7.1,511,72.5,8,58,5.11,454.0,-28.5,116.0,0.0
160,766.6,116.603,67.325,-0.92,660,62.5,5,80,6.6,620.0,-20.0,160.0,0.0
161,689.17,147.983,72.64,1.56,672,64.0,6,72,6.17,565.0,-26.0,144.0,0.0
162,452.16,116.6722,93.855,2.6,416,85.0,6,52,4.16,368.0,-24.0,104.0,0.0
163,465.88,120.9536,75.345,3.58,438,70.0,5,41,4.38,399.0,-19.5,82.0,0.0
164,652.29,140.093,80.675,2.08,579,67.5,8,63,5.79,540.0,-19.5,126.0,0.0
165,782.54,135.4626,45.98,0.58,704,62.5,6,77,7.04,649.0,-27.5,154.0,0.0
166,964.6,169.0256,82.18,6.1,860,85.0,10,96,8.6,796.0,-32.0,192.0,0.0
167,549.97,119.2878,65.615,1.69,497,69.0,5,54,4.97,457.0,-20.0,108.0,0.0
168,752.49,143.4764,91.71,5.03,649,94.5,3,77,6.49,611.0,-19.0,154.0,0.0
169,850.96,142.8694,81.99,3.07,796,81.0,4,85,7.96,714.0,-41.0,170.0,0.0
170,698.79,162.9562,99.775,2.11,791,101.0,11,70,6.29,578.0,-25.5,140.0,0.0
171,653.27,157.9288,93.59,7.14,627,84.5,9,73,6.27,543.0,-42.0,146.0,0.0
172,679.71,150.4002,64.86,-0.43,621,57.5,7,72,6.21,560.0,-30.5,144.0,0.0
173,941.18,134.0306,83.49,6.56,918,81.0,6,79,9.18,822.0,-48.0,158.0,0.0
174,902.35,156.3424,58.835,7.59,835,64.0,9,88,8.35,757.0,-39.0,176.0,0.0
175,942.68,156.8392,83.71,3.58,868,69.5,3,90,8.68,792.0,-38.0,180.0,0.0
176,940.53,149.8908,79.68,2.57,1153,70.5,7,71,11.53,909.0,-122.0,142.0,0.0
177,834.21,118.7428,66.015,1.07,771,75.0,7,78,7.71,704.0,-33.5,156.0,0.0
178,396.08,110.3406,71.295,6.21,378,75.5,6,36,3.58,333.0,-12.5,72.0,0.0
179,694.57,170.201,103.45,8.69,657,96.0,15,68,6.57,587.0,-35.0,136.0,0.0
180,859.39,157.1384,91.285,1.07,789,78.5,6,89,7.89,712.0,-38.5,178.0,0.0
181,708.33,173.7766,103.885,-2.42,583,93.0,8,80,5.83,556.0,-13.5,160.0,0.0
182,780.9,158.4514,103.915,-1.47,740,98.5,3,76,7.4,661.0,-39.5,152.0,0.0
183,495.71,108.897,81.55,4.1,471,75.0,8,49,4.71,419.0,-26.0,98.0,0.0
184,821.96,179.8384,87.98,6.09,796,77.0,9,72,7.96,712.0,-42.0,144.0,0.0
185,524.5,136.522,67.825,1.07,527,68.5,6,45,5.0,453.0,-23.5,90.0,0.0
186,478.51,124.261,95.235,0.58,455,99.0,8,49,4.51,401.0,-25.0,98.0,0.0
187,796.18,182.5298,95.285,1.59,718,89.5,5,88,7.18,648.0,-35.0,176.0,0.0
188,1053.9,164.4464,74.245,1.07,940,74.5,7,104,9.4,871.0,-34.5,208.0,0.0
189,803.94,132.3564,60.225,-2.42,744,52.0,7,84,7.44,667.0,-38.5,168.0,0.0
190,711.09,140.5752,91.88,-0.92,709,90.5,8,62,7.09,623.0,-43.0,124.0,0.0
191,614.61,155.3552,93.39,2.08,561,93.0,7,57,5.61,517.0,-22.0,114.0,0.0
192,724.95,179.8992,125.1,5.03,645,125.5,3,72,6.45,598.0,-23.5,144.0,0.0
193,589.67,127.5012,83.78,5.03,567,75.5,3,61,5.67,497.0,-35.0,122.0,0.0
194,506.78,122.216,80.57,2.57,478,82.5,3,45,4.78,434.0,-22.0,90.0,0.0
195,510.08,126.22,94.545,4.05,458,85.5,5,59,4.58,411.0,-23.5,118.0,0.0
196,1088.28,133.4014,93.365,-2.42,978,83.0,8,117,9.78,889.0,-44.5,234.0,0.0
197,1036.63,129.867,79.43,1.71,963,88.0,9,107,9.63,863.0,-50.0,214.0,0.0
198,614.78,128.3502,61.78,4.59,578,67.0,6,59,5.78,520.0,-29.0,118.0,0.0
199,1806.92,194.5516,129.84,6.04,1592,122.0,4,188,15.92,1474.0,-59.0,376.0,0.0
200,803.65,156.5544,99.515,3.55,765,102.5,4,80,7.65,679.0,-43.0,160.0,0.0
201,938.83,141.4356,59.445,3.15,833,71.0,8,108,8.33,754.0,-39.5,216.0,0.0
202,517.64,113.446,69.78,3.09,464,65.5,9,56,4.64,422.0,-21.0,112.0,0.0
203,883.24,161.8332,83.955,3.55,824,88.5,5,75,8.24,758.0,-33.0,150.0,0.0
204,408.66,102.5566,55.335,6.59,366,55.5,9,42,3.66,336.0,-15.0,84.0,0.0
205,827.64,142.1766,103.39,-2.42,764,89.5,7,79,7.64,696.0,-34.0,158.0,0.0
206,1027.78,163.9982,91.385,9.15,928,84.5,15,118,9.28,831.0,-48.5,236.0,0.0
207,747.66,125.9418,69.955,2.57,666,70.5,3,78,6.66,612.0,-27.0,156.0,0.0
208,555.32,116.4792,69.145,0.58,755,63.5,7,59,4.82,449.0,-16.5,118.0,0.0
209,603.56,134.4344,59.675,2.08,556,70.5,6,63,5.56,500.0,-28.0,126.0,0.0
210,732.99,167.4346,138.59,0.09,782,117.5,7,66,6.99,629.0,-35.0,132.0,0.0
211,817.6,209.1438,145.41,7.63,760,135.0,10,76,7.6,692.0,-34.0,152.0,0.0
212,1014.23,164.6196,82.015,-2.42,923,78.0,3,107,9.23,835.0,-44.0,214.0,0.0
213,966.43,164.5026,92.285,0.58,843,91.5,8,101,8.43,785.0,-29.0,202.0,0.0
214,488.23,143.546,112.005,9.74,423,93.5,12,56,4.23,389.0,-17.0,112.0,0.0
215,736.02,180.6674,151.6,2.08,704,144.5,8,63,7.02,636.0,-33.0,126.0,0.0
216,925.02,142.222,90.265,0.58,802,84.5,8,95,8.02,752.0,-25.0,190.0,0.0
217,498.65,117.8988,87.285,5.57,465,83.5,7,46,4.65,423.0,-21.0,92.0,0.0
218,470.51,135.7292,81.66,-0.92,451,73.5,6,45,4.51,401.0,-25.0,90.0,0.0
219,562.26,121.6468,73.675,6.19,526,63.5,9,53,5.26,476.0,-25.0,106.0,0.0
220,716.97,150.676,156.645,1.07,697,135.5,7,62,6.97,623.0,-37.0,124.0,0.0
221,797.48,132.2624,63.585,5.03,748,66.5,3,81,7.48,668.0,-40.0,162.0,0.0
222,808.0,149.5374,102.895,4.05,750,87.5,5,77,7.5,681.0,-34.5,154.0,0.0
223,763.8,142.5538,55.395,4.07,730,63.5,7,71,7.3,653.0,-38.5,142.0,0.0
224,533.47,165.8588,149.53,-0.92,497,130.0,8,51,4.97,450.0,-23.5,102.0,0.0
225,914.8,135.423,78.27,-0.92,880,77.0,6,97,8.8,768.0,-56.0,194.0,0.0
226,1068.06,199.4744,91.525,8.66,1056,96.5,16,96,10.56,929.0,-63.5,192.0,0.0
227,573.36,140.0848,83.855,0.58,536,87.5,6,55,5.36,484.0,-26.0,110.0,0.0
228,664.13,133.7638,78.68,-0.92,663,77.0,8,61,6.63,578.0,-42.5,122.0,0.0
229,558.32,119.5218,70.63,-0.27,532,72.0,6,51,5.32,478.0,-27.0,102.0,0.0
230,717.4,121.8842,83.07,8.63,640,77.0,13,76,6.4,586.0,-27.0,152.0,0.0
231,627.36,154.4102,102.635,6.09,614,96.5,9,67,5.36,504.0,-16.0,134.0,0.0
232,484.66,119.2406,73.74,3.15,466,84.0,6,49,4.66,410.0,-28.0,98.0,0.0
233,829.61,156.1006,124.675,6.59,946,117.5,9,75,8.11,718.0,-46.5,150.0,0.0
234,596.34,112.5788,59.985,2.08,534,58.0,6,66,5.34,484.0,-25.0,132.0,0.0
235,938.26,140.8374,101.795,3.06,826,86.5,6,91,8.26,774.0,-26.0,182.0,0.0
236,776.79,123.8186,67.52,11.61,729,71.0,11,72,7.29,660.0,-34.5,144.0,0.0
237,631.09,110.086,58.155,1.59,617,58.5,9,70,5.59,510.0,-24.5,140.0,0.0
238,411.69,95.4298,54.775,2.08,419,54.0,8,34,4.19,366.0,-26.5,68.0,0.0
239,475.22,141.0166,95.84,3.58,422,107.5,8,50,4.22,388.0,-17.0,100.0,0.0
240,984.42,150.164,78.99,2.57,1042,79.5,7,86,10.42,882.0,-80.0,172.0,0.0
241,457.31,95.1654,62.73,-1.47,481,63.5,3,42,4.81,406.0,-37.5,84.0,0.0
242,918.04,150.7774,86.725,-1.81,854,75.0,4,90,8.54,771.0,-41.5,180.0,0.0
243,1078.78,155.2434,84.035,-1.47,978,84.0,3,113,9.78,888.0,-45.0,226.0,0.0
244,554.69,136.664,97.67,-0.92,519,108.5,5,58,5.19,462.0,-28.5,116.0,0.0
245,445.87,114.1604,89.9,4.54,437,91.5,4,45,4.37,380.0,-28.5,90.0,0.0
246,611.85,132.1116,81.645,5.57,585,82.0,7,63,5.85,515.0,-35.0,126.0,0.0
247,443.3,108.8126,71.43,-0.92,380,73.0,3,53,3.8,349.0,-15.5,106.0,0.0
248,502.23,110.768,67.605,2.58,473,63.0,8,49,4.73,424.0,-24.5,98.0,0.0
249,655.37,102.5358,67.375,0.58,587,74.0,8,71,5.87,534.0,-26.5,142.0,0.0
250,529.45,118.7952,74.895,3.06,497,70.5,3,47,4.95,452.0,-21.5,94.0,0.0
251,503.17,102.4488,66.32,3.55,467,70.0,5,48,4.67,424.0,-21.5,96.0,0.0
252,512.15,105.402,63.385,3.55,465,59.5,5,49,4.65,428.0,-18.5,98.0,0.0
253,866.61,141.0434,98.95,-2.42,811,87.5,7,80,8.11,736.0,-37.5,160.0,0.0
254,828.02,134.3454,92.605,9.62,802,85.5,12,72,8.02,718.0,-42.0,144.0,0.0
255,531.08,132.1442,72.7,4.59,641,82.5,9,54,5.08,448.0,-30.0,108.0,0.0
256,1378.74,145.2902,78.475,7.08,1874,89.5,8,91,18.74,1410.0,-232.0,182.0,0.0
257,914.28,147.7564,81.065,0.58,2928,83.5,6,30,29.28,1526.0,-701.0,60.0,0.0
258,912.98,136.5664,75.0,4.25,1701,108.0,13,44,15.98,1072.0,-263.0,88.0,0.0
259,1677.57,208.149,110.075,4.59,2657,185.5,3,106,26.57,1845.0,-406.0,212.0,0.0
260,1859.07,199.1124,100.755,0.58,2557,185.0,8,134,25.57,1896.0,-330.5,268.0,0.0
261,1008.43,201.854,117.365,-0.34,1425,202.0,6,63,13.43,1027.0,-158.0,126.0,0.0
262,1255.38,278.3992,148.575,4.1,2065,224.0,9,87,16.38,1256.0,-191.0,174.0,0.0
263,1817.87,298.5308,136.15,7.57,2637,194.5,7,100,26.37,1940.0,-348.5,200.0,0.0
264,2187.87,329.5704,173.48,7.89,3087,272.5,15,141,30.87,2279.0,-404.0,282.0,0.0
265,2591.83,436.0446,157.76,5.06,3683,235.0,6,159,36.83,2719.0,-482.0,318.0,0.0
266,1228.2,275.2948,182.445,4.1,1720,291.0,9,74,17.2,1282.0,-219.0,148.0,0.0
267,2434.7,362.1996,150.555,3.27,3320,271.5,15,161,33.2,2493.0,-413.5,322.0,0.0
268,3152.73,506.1394,427.85,7.14,4173,608.0,14,207,41.73,3189.0,-492.0,414.0,0.0
269,2449.61,373.452,153.56,4.16,3261,253.0,15,175,32.61,2465.0,-398.0,350.0,0.0
270,1545.8,330.2074,170.6,0.58,2180,287.5,8,95,21.8,1616.0,-282.0,190.0,0.0
271,1863.81,292.7192,180.715,4.59,2481,245.0,9,123,24.81,1889.0,-296.0,246.0,0.0
272,2567.04,350.8486,157.475,4.1,3554,248.0,9,163,35.54,2655.0,-449.5,326.0,0.0
273,1758.39,338.1114,163.085,4.65,2339,294.0,15,121,23.39,1775.0,-282.0,242.0,0.0
274,2042.24,346.3538,152.365,0.58,2774,235.0,8,134,27.74,2089.0,-342.5,268.0,0.0
