generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,25.4,3.1192,1.59,-3.43,48,9.0,3,0,0.4,30.0,-5.0,0.0,0.0
2,51.51,8.5334,4.345,-6.25,68,14.5,3,6,0.51,43.0,-4.0,12.0,0.0
3,73.4,13.65,7.59,-2.94,156,14.0,3,4,0.9,73.0,-8.5,8.0,0.0
4,123.88,13.2406,5.655,-1.47,138,15.0,3,14,1.38,109.0,-14.5,28.0,0.0
5,172.15,23.7092,18.69,-2.94,165,21.0,3,17,1.65,146.0,-9.5,34.0,0.0
6,53.14,16.2718,12.48,-1.47,68,22.5,3,4,0.64,51.0,-6.5,8.0,0.0
7,199.45,18.4498,8.4,-2.45,195,13.0,3,23,1.95,166.0,-14.5,46.0,0.0
8,105.15,17.2338,12.13,-1.87,115,15.0,3,14,1.15,89.0,-13.0,28.0,0.0
9,145.1,25.7556,18.03,-1.47,160,24.5,3,12,1.6,133.0,-13.5,24.0,0.0
10,123.98,24.988,14.09,-1.47,137,25.0,3,14,0.98,96.0,-1.0,28.0,0.0
11,119.65,24.8322,19.185,-1.47,115,21.0,3,10,1.15,104.0,-5.5,20.0,0.0
12,90.41,19.5474,12.3,-2.91,130,15.0,3,9,0.91,78.0,-6.5,18.0,0.0
13,56.66,19.3464,17.615,-2.42,80,20.0,3,4,0.66,54.0,-6.0,8.0,0.0
14,102.74,18.291,10.615,-2.42,124,16.5,3,6,1.24,101.0,-11.5,12.0,0.0
15,204.44,28.6472,15.08,-1.47,244,21.0,3,15,2.44,196.0,-24.0,30.0,0.0
16,123.81,25.6824,19.565,-1.47,131,25.0,3,13,1.31,108.0,-11.5,26.0,0.0
17,120.48,26.9096,20.455,0.03,148,25.0,3,11,1.48,114.0,-17.0,22.0,0.0
18,91.59,23.8568,16.02,-1.47,109,27.0,3,8,1.09,86.0,-11.5,16.0,0.0
19,64.18,23.1478,17.64,1.04,88,25.0,4,9,0.68,53.0,-7.5,18.0,0.0
20,83.86,22.3854,18.315,-0.95,120,23.0,5,9,0.86,72.0,-7.0,18.0,0.0
21,80.1,23.5462,19.76,3.09,110,25.5,3,4,1.1,84.0,-13.0,8.0,0.0
22,181.65,29.9684,24.005,-1.47,215,28.0,3,16,2.15,170.0,-22.5,32.0,0.0
23,120.93,30.9588,22.275,-2.42,157,32.0,3,10,1.43,114.0,-14.5,20.0,0.0
24,134.45,27.2228,21.74,0.15,145,26.0,8,15,1.45,117.0,-14.0,30.0,0.0
25,108.57,28.468,17.13,-1.47,157,28.5,3,11,1.57,109.0,-24.0,22.0,0.0
26,124.93,31.263,21.83,-1.47,160,28.5,3,12,1.43,114.0,-14.5,24.0,0.0
27,142.6,30.3148,18.225,1.53,160,28.0,3,16,1.6,126.0,-17.0,32.0,0.0
28,140.3,37.7298,29.665,3.12,180,42.0,6,13,1.8,135.0,-22.5,26.0,0.0
29,280.15,35.4412,25.265,2.08,265,32.0,8,28,2.65,236.0,-14.5,56.0,0.0
30,144.64,37.5066,25.73,0.03,164,31.0,3,12,1.64,134.0,-15.0,24.0,0.0
31,208.74,34.373,19.47,-8.76,182,27.5,9,24,1.74,164.0,-5.0,48.0,0.0
32,167.97,37.387,27.33,4.11,156,28.0,6,18,1.47,136.0,-5.5,36.0,0.0
33,157.55,48.6312,31.92,-1.47,155,37.0,3,14,1.55,137.0,-9.0,28.0,0.0
34,190.11,56.83,36.59,1.53,161,40.0,3,22,1.61,150.0,-5.5,44.0,0.0
35,275.71,61.3428,41.59,-1.47,271,35.0,3,25,2.71,239.0,-16.0,50.0,0.0
36,375.39,50.9754,26.24,-1.47,339,25.5,3,36,3.39,313.0,-13.0,72.0,0.0
37,228.46,35.4854,25.275,-3.92,196,26.0,3,25,1.96,183.0,-6.5,50.0,0.0
38,421.5,55.6436,34.06,-3.92,350,33.0,3,49,3.5,330.0,-10.0,98.0,0.0
39,359.8,49.5474,30.53,-1.47,330,31.5,3,35,3.3,301.0,-14.5,70.0,0.0
40,265.21,56.1782,35.795,0.06,227,32.0,5,30,2.21,209.0,-6.0,60.0,0.0
41,279.94,60.38,40.83,-3.92,244,36.5,3,28,2.44,229.0,-7.5,56.0,0.0
42,225.43,58.9778,39.85,-2.42,193,38.0,3,25,1.93,180.0,-6.5,50.0,0.0
43,204.21,48.1912,39.615,3.09,171,35.5,7,24,1.71,160.0,-5.5,48.0,0.0
44,356.01,48.3844,27.765,-1.47,301,27.0,3,35,3.01,289.0,-6.0,70.0,0.0
45,142.36,38.7106,29.26,-1.47,136,28.0,3,13,1.36,122.0,-7.0,26.0,0.0
46,304.75,57.9398,36.28,-1.47,275,33.5,3,33,2.75,249.0,-13.0,66.0,0.0
47,296.14,59.2388,35.58,-0.4,286,37.5,7,35,2.64,237.0,-13.5,70.0,0.0
48,236.81,44.8342,27.52,-1.47,231,26.5,3,22,2.31,204.0,-13.5,44.0,0.0
49,218.45,60.652,38.095,-1.47,206,35.5,3,22,1.95,180.0,-7.5,44.0,0.0
50,168.96,42.5682,37.025,-1.47,146,38.5,3,19,1.46,135.0,-5.5,38.0,0.0
51,235.64,40.1996,23.78,-1.47,214,26.0,3,27,2.14,191.0,-11.5,54.0,0.0
52,194.27,53.117,36.82,-1.47,232,34.0,3,19,1.77,162.0,-7.5,38.0,0.0
53,267.04,55.5256,32.855,4.1,254,40.0,4,24,2.54,229.0,-12.5,48.0,0.0
54,251.38,43.4916,25.485,-3.43,238,27.0,3,25,2.38,212.0,-13.0,50.0,0.0
55,209.81,43.662,29.525,-6.37,181,27.0,3,21,1.81,171.0,-5.0,42.0,0.0
56,178.15,44.5792,33.22,-1.47,165,32.0,3,20,1.65,146.0,-9.5,40.0,0.0
57,193.5,38.2546,16.685,-4.87,198,21.0,3,24,1.5,146.0,-2.0,48.0,0.0
58,295.03,51.0296,32.385,-3.43,253,37.0,3,34,2.53,234.0,-9.5,68.0,0.0
59,187.2,35.5192,24.735,-0.86,170,28.5,9,19,1.7,155.0,-7.5,38.0,0.0
60,290.26,50.5596,31.03,-3.92,226,35.5,3,34,2.26,222.0,-2.0,68.0,0.0
61,269.31,53.609,25.51,-1.47,231,31.5,3,27,2.31,219.0,-6.0,54.0,0.0
62,396.72,62.4154,37.355,-2.45,322,36.5,3,47,3.22,307.0,-7.5,94.0,0.0
63,316.09,58.2372,31.29,-1.9,259,34.5,3,40,2.59,242.0,-8.5,80.0,0.0
64,302.21,50.849,36.15,1.59,271,35.5,3,30,2.71,250.0,-10.5,60.0,0.0
65,312.77,61.245,44.835,-1.47,277,42.0,3,33,2.77,255.0,-11.0,66.0,0.0
66,212.95,49.5604,29.8,-3.43,195,30.5,6,23,1.95,175.0,-10.0,46.0,0.0
67,471.14,66.2168,34.085,-1.47,414,41.5,3,46,4.14,388.0,-13.0,92.0,0.0
68,317.94,49.3892,30.05,-1.47,294,30.5,3,36,2.94,260.0,-17.0,72.0,0.0
69,359.16,69.9738,38.89,-1.47,316,39.5,3,35,3.16,296.0,-10.0,70.0,0.0
70,333.03,70.7884,49.225,-1.47,303,55.5,3,33,3.03,277.0,-13.0,66.0,0.0
71,456.81,73.544,34.65,-3.43,381,35.5,3,57,3.81,353.0,-14.0,114.0,0.0
72,271.85,52.0002,27.265,-2.39,235,27.0,3,30,2.35,218.0,-8.5,60.0,0.0
73,270.05,71.2056,50.725,-2.42,255,46.0,3,28,2.55,226.0,-14.5,56.0,0.0
74,291.56,63.4532,36.645,-1.47,256,38.5,3,30,2.56,238.0,-9.0,60.0,0.0
75,252.7,73.897,62.81,-0.86,247,64.0,9,25,2.2,207.0,-6.5,50.0,0.0
76,203.93,59.082,40.06,-1.47,193,43.0,3,21,1.93,171.0,-11.0,42.0,0.0
77,269.42,63.9796,43.955,3.09,242,43.0,7,26,2.42,224.0,-9.0,52.0,0.0
78,227.9,52.115,30.51,-2.45,190,32.5,3,30,1.9,174.0,-8.0,60.0,0.0
79,434.91,90.601,51.985,0.58,391,51.0,8,47,3.91,355.0,-18.0,94.0,0.0
80,264.12,72.1818,40.095,-3.43,228,51.5,3,34,2.12,200.0,-6.0,68.0,0.0
81,262.49,73.4532,52.235,1.53,253,51.5,3,25,2.49,223.0,-13.0,50.0,0.0
82,190.76,67.7374,63.795,-2.39,176,58.0,5,23,1.76,154.0,-11.0,46.0,0.0
83,720.72,86.2198,49.985,-1.47,622,53.5,3,86,6.22,569.0,-26.5,172.0,0.0
84,266.84,71.6,41.135,-1.47,234,39.5,3,25,2.34,221.0,-6.5,50.0,0.0
85,208.12,62.719,42.45,-1.47,178,45.0,3,26,1.62,157.0,-2.5,52.0,0.0
86,325.14,70.7064,42.67,-6.95,314,45.0,3,31,3.14,278.0,-18.0,62.0,0.0
87,419.95,79.6982,56.235,4.59,395,51.5,8,48,3.95,345.0,-25.0,96.0,0.0
88,249.23,66.2144,55.22,-1.47,223,53.5,3,24,2.23,207.0,-8.0,48.0,0.0
89,298.04,75.3074,58.85,-1.47,254,59.5,3,32,2.54,239.0,-7.5,64.0,0.0
90,311.54,69.395,55.57,-1.47,304,52.5,3,27,3.04,271.0,-16.5,54.0,0.0
91,234.32,64.1554,44.575,-1.47,232,46.5,3,21,2.32,204.0,-14.0,42.0,0.0
92,238.17,44.1304,35.265,-5.18,217,37.0,3,20,2.17,203.0,-7.0,40.0,0.0
93,406.91,60.684,32.43,0.03,391,35.5,3,36,3.91,351.0,-20.0,72.0,0.0
94,411.68,60.5906,39.31,-1.47,368,35.0,3,38,3.68,344.0,-12.0,76.0,0.0
95,368.66,58.0232,29.785,-1.47,316,32.0,3,39,3.16,297.0,-9.5,78.0,0.0
96,291.24,59.569,39.57,-1.47,274,43.0,3,29,2.74,245.0,-14.5,58.0,0.0
97,257.96,55.2076,37.1,-1.47,246,41.0,3,25,2.46,219.0,-13.5,50.0,0.0
98,277.06,58.1736,30.995,-3.43,264,34.0,3,28,2.56,231.0,-12.5,56.0,0.0
99,232.53,46.8772,25.74,-3.43,204,28.5,3,28,2.03,184.0,-9.5,56.0,0.0
100,261.2,55.893,32.865,-2.88,220,35.5,3,27,2.2,210.0,-5.0,54.0,0.0
