generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,22.84,3.945,3.18,-5.39,84,10.5,3,2,0.84,40.0,-22.0,4.0,0.0
2,25.88,5.357,4.1,-5.76,88,12.5,3,0,0.88,46.0,-21.0,0.0,0.0
3,37.59,6.0198,4.16,-1.47,159,15.0,3,0,1.59,77.0,-41.0,0.0,0.0
4,30.44,6.8684,4.62,-0.37,94,20.5,3,0,0.94,51.0,-21.5,0.0,0.0
5,32.67,6.964,4.9,-1.47,117,20.0,3,0,1.17,60.0,-28.5,0.0,0.0
6,23.37,9.0146,7.515,-1.44,108,27.5,4,0,0.87,44.0,-21.5,0.0,0.0
7,24.99,8.498,7.495,-2.45,99,27.0,3,0,0.99,49.0,-25.0,0.0,0.0
8,52.17,7.1196,4.59,0.15,167,16.0,3,1,1.67,88.0,-39.5,2.0,0.0
9,28.94,7.8492,6.15,-1.96,94,21.0,3,0,0.94,50.0,-22.0,0.0,0.0
10,44.48,9.4346,6.765,0.21,148,27.0,9,0,1.48,78.0,-35.0,0.0,0.0
11,46.41,9.6776,6.3,-0.89,191,27.0,3,1,1.91,92.0,-49.5,2.0,0.0
12,38.86,9.0722,6.18,0.09,142,24.5,3,1,1.36,69.0,-33.5,2.0,0.0
13,22.68,6.7632,5.03,0.09,75,21.5,3,1,0.68,36.0,-16.0,2.0,0.0
14,43.94,9.1146,5.75,0.09,144,22.0,3,1,1.44,75.0,-34.5,2.0,0.0
15,35.85,9.9986,7.555,0.09,135,27.5,3,0,1.35,68.0,-33.5,0.0,0.0
16,25.76,8.145,7.22,1.59,126,27.0,3,1,1.26,57.0,-34.5,2.0,0.0
17,39.38,5.5776,4.16,0.09,138,15.0,3,1,1.38,70.0,-34.0,2.0,0.0
18,24.44,6.9424,5.66,0.09,94,21.0,3,0,0.94,47.0,-23.5,0.0,0.0
19,25.34,8.6736,7.77,0.09,100,27.0,3,1,0.84,43.0,-20.5,2.0,0.0
20,23.43,8.2738,6.75,-0.37,117,21.5,6,0,0.93,46.0,-23.5,0.0,0.0
21,38.24,8.7508,5.66,0.09,135,24.0,8,0,1.24,66.0,-29.0,0.0,0.0
22,47.85,9.3644,7.28,0.09,185,26.5,3,1,1.85,91.0,-47.0,2.0,0.0
23,36.69,7.3274,5.71,0.09,119,21.0,3,1,1.19,62.0,-28.5,2.0,0.0
24,36.74,9.004,6.15,0.09,124,27.5,3,0,1.24,65.0,-29.5,0.0,0.0
25,49.54,8.373,4.65,1.59,155,15.0,3,1,1.54,82.0,-36.0,2.0,0.0
26,26.43,6.716,4.71,1.59,93,18.5,3,0,0.93,48.0,-22.5,0.0,0.0
27,29.12,8.1142,5.905,-2.45,112,18.0,3,0,1.12,56.0,-28.0,0.0,0.0
28,37.75,6.9794,4.65,0.09,125,15.5,3,3,1.25,62.0,-31.5,6.0,0.0
29,24.81,7.7278,4.9,1.59,88,21.0,3,0,0.81,43.0,-19.0,0.0,0.0
30,20.31,5.4374,4.65,-2.45,81,15.0,3,0,0.81,40.0,-20.5,0.0,0.0
31,38.31,10.2764,7.77,1.59,131,27.0,8,1,1.31,67.0,-32.0,2.0,0.0
32,43.47,9.557,7.22,1.59,147,28.0,9,3,1.47,73.0,-37.0,6.0,0.0
33,28.34,6.8516,4.65,0.09,105,16.0,3,1,0.84,45.0,-19.5,2.0,0.0
34,36.44,8.0342,5.72,0.09,144,15.5,8,1,1.44,70.0,-37.0,2.0,0.0
35,21.09,8.1816,5.7,0.09,81,16.0,3,1,0.59,32.0,-13.5,2.0,0.0
36,29.55,8.7196,7.15,0.15,106,21.5,3,0,1.05,54.0,-25.5,0.0,0.0
37,39.11,9.1278,6.27,0.09,161,27.0,3,2,1.61,76.0,-42.5,4.0,0.0
38,38.35,10.1256,7.405,0.09,135,24.5,3,2,1.35,67.0,-34.0,4.0,0.0
39,40.05,9.5434,6.24,1.65,155,22.0,3,1,1.55,76.0,-39.5,2.0,0.0
40,16.95,6.346,4.74,0.09,93,18.0,3,0,0.45,26.0,-9.5,0.0,0.0
41,36.88,8.9382,6.745,0.09,138,21.0,3,2,1.38,67.0,-35.5,4.0,0.0
42,61.46,9.4016,5.66,0.09,246,18.5,3,1,2.46,120.0,-63.0,2.0,0.0
43,32.18,8.055,5.62,0.09,118,21.0,8,0,1.18,60.0,-29.0,0.0,0.0
44,29.25,8.2772,7.24,1.59,125,26.5,8,1,1.25,59.0,-33.0,2.0,0.0
45,42.21,7.1706,5.69,0.09,171,16.0,3,0,1.71,84.0,-43.5,0.0,0.0
46,32.3,6.8862,4.83,1.59,130,20.0,9,0,1.3,64.0,-33.0,0.0,0.0
47,28.11,7.9678,7.22,-1.47,111,24.0,3,0,1.11,55.0,-28.0,0.0,0.0
48,34.17,9.5588,7.02,0.09,117,27.0,9,0,1.17,61.0,-28.0,0.0,0.0
49,25.34,7.1928,5.365,0.09,87,20.5,3,1,0.84,43.0,-20.5,2.0,0.0
50,20.41,7.443,6.21,1.53,91,18.5,3,1,0.91,42.0,-24.5,2.0,0.0
