generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,14.19,3.7046,2.875,-1.96,69,9.0,3,0,0.69,32.0,-18.5,0.0,0.0
2,71.85,6.8532,4.835,-1.96,185,16.0,3,1,1.85,107.0,-39.0,2.0,0.0
3,47.1,8.268,5.13,-2.88,160,16.0,3,2,1.6,81.0,-39.5,4.0,0.0
4,53.6,10.9042,8.28,-0.83,210,27.5,3,1,2.1,103.0,-53.5,2.0,0.0
5,34.92,8.3836,6.33,1.59,99,27.0,3,1,0.92,52.0,-20.0,2.0,0.0
6,30.14,7.6002,5.965,0.09,81,21.0,3,0,0.64,41.0,-11.5,0.0,0.0
7,83.81,12.5192,7.65,-1.84,187,15.0,3,5,1.31,92.0,-19.5,10.0,0.0
8,50.46,13.3796,12.25,0.09,108,21.5,5,3,0.96,61.0,-17.5,6.0,0.0
9,104.24,17.4794,11.935,-2.45,136,21.5,5,9,1.24,98.0,-13.0,18.0,0.0
10,63.55,16.0324,12.675,2.6,61,21.0,8,7,0.55,51.0,-2.0,14.0,0.0
11,84.74,22.1304,15.68,1.59,138,21.5,5,11,0.74,66.0,-4.0,22.0,0.0
12,71.33,17.0352,12.915,-1.47,102,18.5,3,5,0.83,68.0,-7.5,10.0,0.0
13,116.69,28.7536,20.725,-1.47,119,24.0,3,11,1.19,102.0,-8.5,22.0,0.0
14,75.83,19.9168,16.31,1.53,83,22.5,3,8,0.83,67.0,-8.0,16.0,0.0
15,60.61,20.3158,18.95,-1.47,61,19.5,3,7,0.61,51.0,-5.0,14.0,0.0
16,70.59,22.6636,20.71,-1.47,71,21.0,3,10,0.59,53.0,-3.0,20.0,0.0
17,66.09,20.6774,17.175,0.61,60,19.0,6,7,0.59,54.0,-2.5,14.0,0.0
18,63.25,20.284,16.415,-1.47,75,19.5,3,5,0.75,60.0,-7.5,10.0,0.0
19,68.58,14.7962,11.15,-2.39,58,15.0,3,8,0.58,54.0,-2.0,16.0,0.0
20,80.6,23.4564,20.755,1.56,76,23.0,6,13,0.6,56.0,-2.0,26.0,0.0
21,65.02,17.5384,16.65,-0.43,52,20.0,4,7,0.52,51.0,-0.5,14.0,0.0
22,362.55,31.5332,22.985,4.07,355,23.5,7,35,3.55,311.0,-22.0,70.0,0.0
23,100.04,25.6462,19.705,-1.47,104,26.0,3,8,1.04,90.0,-7.0,16.0,0.0
24,134.52,25.8996,17.185,-1.47,152,21.5,3,13,1.52,122.0,-15.0,26.0,0.0
25,83.36,25.605,21.745,-1.47,86,27.0,3,5,0.86,77.0,-4.5,10.0,0.0
26,128.33,28.873,19.495,0.58,133,21.0,3,9,1.33,117.0,-8.0,18.0,0.0
27,97.84,26.496,18.675,-1.47,105,20.5,3,11,0.84,78.0,-3.0,22.0,0.0
28,113.89,32.319,23.47,2.05,146,26.0,5,15,0.89,85.0,-2.0,30.0,0.0
