generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,48.38,5.3082,3.15,-1.47,122,15.0,3,3,0.88,57.0,-15.5,6.0,0.0
2,18.81,5.6614,4.59,-2.88,82,13.0,3,0,0.81,39.0,-21.0,0.0,0.0
3,20.43,6.5882,5.59,-1.47,93,16.5,3,0,0.93,44.0,-24.5,0.0,0.0
4,28.47,7.8244,6.21,0.09,147,21.0,3,0,1.47,67.0,-40.0,0.0,0.0
5,34.35,7.6322,6.15,-3.43,135,16.5,3,0,1.35,67.0,-34.0,0.0,0.0
6,32.74,6.5776,5.22,0.09,124,20.0,5,1,1.24,61.0,-31.5,2.0,0.0
7,16.52,5.8758,4.71,0.09,52,21.0,3,0,0.52,28.0,-12.0,0.0,0.0
8,53.13,8.3148,5.95,-3.92,213,21.0,3,0,2.13,105.0,-54.0,0.0,0.0
9,35.3,8.5186,8.235,-1.47,130,27.0,3,0,1.3,66.0,-32.0,0.0,0.0
10,27.99,7.526,5.66,-0.43,99,15.5,3,0,0.99,51.0,-24.0,0.0,0.0
11,37.11,5.8258,4.1,-2.45,111,14.0,3,0,1.11,61.0,-25.0,0.0,0.0
12,35.91,7.0904,4.77,-1.47,141,16.0,3,0,1.41,70.0,-35.5,0.0,0.0
13,34.27,8.0978,5.905,-1.47,127,21.0,3,1,1.27,63.0,-32.0,2.0,0.0
14,27.93,7.1446,5.345,-1.47,99,16.0,3,0,0.93,49.0,-22.0,0.0,0.0
15,41.79,9.8226,7.98,-1.47,129,28.0,3,0,1.29,70.0,-29.5,0.0,0.0
16,35.85,7.5242,6.055,-1.47,135,20.5,3,0,1.35,68.0,-33.5,0.0,0.0
17,41.13,9.501,7.77,-1.47,113,21.0,3,1,1.13,63.0,-25.0,2.0,0.0
18,55.76,8.9292,5.995,-1.47,141,21.0,3,1,1.26,77.0,-24.5,2.0,0.0
19,44.3,9.051,5.69,-1.47,130,15.5,3,0,1.3,72.0,-29.0,0.0,0.0
20,64.66,11.2496,5.995,-1.47,216,21.0,3,2,2.16,111.0,-52.5,4.0,0.0
21,158.32,17.1648,9.685,-1.47,382,26.0,3,10,3.82,217.0,-82.5,20.0,0.0
22,228.19,21.9238,9.3,-1.47,619,27.0,3,10,6.19,341.0,-139.0,20.0,0.0
23,160.23,34.9492,19.155,-1.47,458,41.0,3,8,3.73,218.0,-77.5,16.0,0.0
24,342.52,60.9054,27.32,1.53,852,67.0,3,17,8.52,484.0,-184.0,34.0,0.0
25,259.51,50.931,27.61,-1.47,681,66.5,3,16,6.01,348.0,-126.5,32.0,0.0
26,106.71,26.7518,11.755,-1.47,321,30.5,3,3,3.21,172.0,-74.5,6.0,0.0
27,210.48,44.6384,21.12,-1.47,513,51.0,3,6,4.98,295.0,-101.5,12.0,0.0
28,172.06,48.502,34.925,-2.45,445,95.5,3,10,4.06,234.0,-86.0,20.0,0.0
29,390.89,55.4026,27.18,-2.45,1039,79.0,3,15,10.39,580.0,-229.5,30.0,0.0
30,192.31,36.613,18.18,-2.45,473,49.0,3,12,4.31,253.0,-89.0,24.0,0.0
31,192.04,38.0884,13.56,-1.47,504,40.0,3,8,5.04,282.0,-111.0,16.0,0.0
32,171.35,40.221,18.51,-1.47,535,48.5,3,3,5.35,285.0,-125.0,6.0,0.0
33,201.54,39.4028,13.81,-2.39,504,36.0,3,9,5.04,287.0,-108.5,18.0,0.0
34,194.23,28.876,11.395,-1.47,373,27.0,3,7,3.73,242.0,-65.5,14.0,0.0
35,604.24,45.7794,21.545,-1.47,1374,51.0,3,32,13.74,809.0,-282.5,64.0,0.0
36,246.19,45.0788,26.475,1.16,669,54.0,3,8,6.69,372.0,-148.5,16.0,0.0
37,221.89,37.9346,27.67,0.55,589,60.5,5,10,5.89,327.0,-131.0,20.0,0.0
38,368.64,59.5386,36.97,0.09,914,88.0,5,13,9.14,527.0,-193.5,26.0,0.0
39,454.36,68.6152,48.86,-1.47,1186,110.0,3,16,11.86,669.0,-258.5,32.0,0.0
40,255.29,36.3312,12.865,-3.89,629,27.5,3,14,6.29,357.0,-136.0,28.0,0.0
41,175.95,45.241,29.615,-1.47,445,71.5,3,5,4.45,256.0,-94.5,10.0,0.0
42,285.01,48.8868,24.725,-1.47,751,72.0,3,10,7.51,422.0,-164.5,20.0,0.0
43,245.23,47.953,30.825,-1.47,623,76.0,3,12,6.23,351.0,-136.0,24.0,0.0
44,207.6,37.1794,13.03,-0.46,560,33.0,4,7,5.6,312.0,-124.0,14.0,0.0
45,208.76,46.4796,29.83,-1.47,581,73.5,3,6,5.26,303.0,-111.5,12.0,0.0
46,295.74,43.636,19.23,-1.47,774,51.0,3,15,7.74,430.0,-172.0,30.0,0.0
47,173.1,32.4368,13.21,-1.47,460,36.0,3,5,4.6,259.0,-100.5,10.0,0.0
48,288.52,34.6336,18.64,-1.47,802,51.0,3,7,8.02,445.0,-178.5,14.0,0.0
49,185.21,40.5718,32.0,-0.89,471,82.5,9,10,4.71,264.0,-103.5,20.0,0.0
50,430.52,57.1054,29.31,-1.47,1152,74.5,3,19,11.52,638.0,-257.0,38.0,0.0
51,190.09,41.747,25.5,-0.4,504,66.5,8,8,4.59,266.0,-96.5,16.0,0.0
52,209.27,50.8744,37.42,-2.45,577,79.0,5,6,5.77,320.0,-128.5,12.0,0.0
53,158.11,38.7466,30.875,-1.47,361,62.5,3,7,3.61,214.0,-73.5,14.0,0.0
54,363.98,52.1204,28.085,4.59,948,65.0,9,13,9.48,535.0,-206.5,26.0,0.0
55,182.34,42.329,30.93,-1.47,434,66.0,3,10,4.34,250.0,-92.0,20.0,0.0
56,255.91,41.43,26.415,-1.47,641,68.5,3,6,6.41,372.0,-134.5,12.0,0.0
57,245.42,50.7218,33.735,-1.47,642,75.5,3,10,6.42,360.0,-141.0,20.0,0.0
58,474.28,66.6232,21.71,-2.45,1278,54.0,3,17,12.78,711.0,-283.5,34.0,0.0
59,201.1,54.719,38.34,-1.47,560,101.0,3,6,5.6,309.0,-125.5,12.0,0.0
60,250.25,52.884,39.44,0.03,675,81.5,3,7,6.75,378.0,-148.5,14.0,0.0
61,243.54,43.4284,28.23,-1.47,654,63.5,3,6,6.54,368.0,-143.0,12.0,0.0
62,336.33,45.8908,27.335,-1.47,783,69.0,3,15,7.83,460.0,-161.5,30.0,0.0
63,179.6,42.394,20.04,-2.45,460,54.0,5,9,4.6,258.0,-101.0,18.0,0.0
64,313.63,59.626,43.42,-2.45,913,99.0,3,7,9.13,498.0,-207.5,14.0,0.0
65,437.5,52.5332,33.175,0.03,1100,76.0,3,15,11.0,631.0,-234.5,30.0,0.0
66,146.76,33.3496,17.645,-1.47,338,42.0,3,10,3.26,191.0,-67.5,20.0,0.0
67,206.68,46.257,26.845,-1.47,518,68.0,3,12,5.18,291.0,-113.5,24.0,0.0
68,176.7,39.6292,22.35,-2.45,420,56.5,3,6,4.2,247.0,-86.5,12.0,0.0
69,256.22,50.2164,35.16,-2.45,672,80.5,3,10,6.72,377.0,-147.5,20.0,0.0
70,288.72,53.7098,37.74,-1.47,722,97.5,3,13,7.22,411.0,-155.5,26.0,0.0
71,236.36,42.1468,30.945,-1.47,586,75.5,3,9,5.86,337.0,-124.5,18.0,0.0
72,243.75,52.4558,23.395,-2.45,625,71.5,3,11,6.25,352.0,-136.5,22.0,0.0
73,239.67,46.9796,22.645,-2.39,617,52.0,9,13,6.17,344.0,-136.5,26.0,0.0
74,231.99,49.7838,32.09,-1.47,599,75.5,3,7,5.99,341.0,-129.0,14.0,0.0
75,185.58,38.9508,14.385,-1.47,475,27.5,3,7,4.58,264.0,-97.0,14.0,0.0
76,364.69,59.014,27.07,-1.47,1019,64.5,3,9,10.19,564.0,-227.5,18.0,0.0
77,455.37,76.8028,54.385,-1.47,1087,147.0,3,17,10.87,636.0,-225.5,34.0,0.0
78,147.29,29.1276,17.865,-2.45,379,47.5,3,6,3.79,214.0,-82.5,12.0,0.0
79,156.63,39.7196,18.88,-2.45,392,47.5,3,9,3.63,211.0,-76.0,18.0,0.0
80,266.34,52.104,32.64,-1.47,734,75.5,3,10,7.34,404.0,-165.0,20.0,0.0
81,262.11,47.6968,29.265,1.53,661,65.0,3,8,6.61,380.0,-140.5,16.0,0.0
82,228.19,44.305,31.945,-1.47,519,81.0,3,11,5.19,307.0,-106.0,22.0,0.0
