generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,56.38,4.659,1.52,-5.63,80,11.0,3,6,1.38,34.0,-6.0,30.0,-3.0
2,61.38,7.2152,4.085,-2.82,296,12.5,3,4,8.88,151.0,-72.5,20.0,-46.0
3,78.07,8.9018,4.6,-3.19,189,26.0,3,7,2.07,55.0,-7.0,35.0,-7.0
4,132.75,22.1934,8.495,-5.28,257,20.0,3,9,5.25,128.0,-23.5,45.0,-22.0
5,227.12,47.9952,33.1,-1.41,188,32.5,3,20,4.62,141.0,-6.5,100.0,-12.0
6,372.23,64.8864,43.38,-1.41,341,43.5,3,35,10.23,263.0,-39.0,175.0,-37.0
7,504.61,76.2774,41.23,-1.41,387,52.0,3,47,11.61,323.0,-32.0,235.0,-33.0
8,389.85,66.599,44.56,0.09,295,40.0,3,33,8.85,261.0,-17.0,165.0,-28.0
9,438.16,67.2504,30.985,0.65,358,36.5,3,39,9.66,281.0,-20.5,195.0,-27.0
10,415.41,68.9294,37.59,-1.41,334,35.5,3,34,8.91,276.0,-10.5,170.0,-29.0
11,211.54,68.1612,38.34,0.09,203,40.0,3,19,5.04,141.0,-13.5,95.0,-16.0
12,443.55,83.746,54.145,-1.41,335,63.5,3,42,10.05,280.0,-27.5,210.0,-29.0
13,300.59,70.3176,47.255,-1.41,229,33.5,3,29,6.09,178.0,-12.5,145.0,-16.0
14,295.64,85.4902,59.17,-1.58,238,56.5,5,26,7.14,199.0,-19.5,130.0,-21.0
15,510.09,66.3284,42.875,-1.41,453,31.5,3,42,13.59,374.0,-39.5,210.0,-48.0
16,503.33,72.8998,44.925,-1.41,361,38.5,3,44,10.83,322.0,-19.5,220.0,-30.0
17,359.89,87.629,66.205,-1.41,263,47.0,3,30,7.89,237.0,-13.0,150.0,-22.0
18,296.21,68.62,41.71,0.09,222,43.5,3,28,6.21,181.0,-13.0,140.0,-18.0
19,278.38,83.9176,64.9,3.63,246,52.0,12,20,7.38,212.0,-17.0,100.0,-24.0
20,264.07,71.604,55.1,6.77,240,42.5,9,23,6.57,182.0,-18.5,115.0,-21.0
21,692.16,101.2176,55.815,-1.41,622,42.5,3,58,18.66,507.0,-57.5,290.0,-66.0
22,379.63,84.5948,65.275,-1.41,321,50.0,3,34,9.63,261.0,-30.0,170.0,-31.0
23,568.26,92.077,52.995,-1.41,492,40.0,3,44,14.76,421.0,-35.5,220.0,-52.0
24,315.99,85.4486,46.31,-1.32,283,48.0,6,24,8.49,240.0,-21.5,120.0,-31.0
25,405.06,88.7388,62.55,-1.41,302,60.5,3,34,9.06,270.0,-16.0,170.0,-28.0
26,488.75,84.8888,64.045,-1.41,425,49.5,3,41,12.75,351.0,-37.0,205.0,-43.0
27,398.12,79.468,42.3,-1.41,304,35.0,3,32,9.12,272.0,-16.0,160.0,-27.0
28,645.71,70.3674,53.83,-1.41,457,41.0,3,58,13.71,407.0,-25.0,290.0,-40.0
29,257.62,72.467,47.165,-1.41,204,51.0,3,21,6.12,179.0,-12.5,105.0,-20.0
30,461.08,75.271,37.015,-1.41,336,29.0,3,42,10.08,290.0,-23.0,210.0,-26.0
31,371.25,91.6658,52.69,-1.41,332,51.0,3,31,8.25,247.0,-14.0,155.0,-25.0
32,252.81,76.659,53.35,1.68,208,38.0,6,22,5.31,160.0,-8.5,110.0,-14.0
33,308.08,100.7008,63.81,3.77,236,56.0,9,27,7.08,204.0,-16.0,135.0,-22.0
34,706.21,100.3288,85.8,-1.41,607,61.5,3,55,18.21,519.0,-44.0,275.0,-62.0
35,258.91,70.1838,56.75,-1.41,197,52.0,3,21,5.91,177.0,-10.0,105.0,-19.0
36,474.0,81.6732,64.275,-3.29,400,56.5,3,43,12.0,324.0,-38.0,215.0,-39.0
37,595.22,61.775,25.005,1.59,424,32.5,3,51,12.72,385.0,-19.5,255.0,-38.0
38,292.25,73.1436,54.785,-0.76,275,44.5,3,26,8.25,213.0,-31.0,130.0,-28.0
39,366.85,63.4238,43.405,0.09,295,46.5,3,30,8.85,257.0,-19.0,150.0,-30.0
40,461.21,69.1888,34.9,-1.41,357,36.0,3,41,10.71,306.0,-25.5,205.0,-35.0
41,393.1,74.2528,46.52,1.68,370,40.0,6,33,11.1,296.0,-37.0,165.0,-42.0
42,606.21,100.1582,73.565,-1.41,557,60.5,3,51,16.71,448.0,-54.5,255.0,-59.0
43,616.84,80.1184,44.545,-1.41,578,44.0,3,48,17.34,475.0,-51.5,240.0,-64.0
44,334.26,76.6666,56.695,-1.41,292,51.0,3,25,8.76,251.0,-20.5,125.0,-30.0
45,245.59,72.6196,46.585,-1.41,203,36.5,3,19,6.09,178.0,-12.5,95.0,-21.0
46,296.67,86.8444,68.305,-1.41,239,58.0,3,25,7.17,206.0,-16.5,125.0,-25.0
