generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,23.37,3.168,3.09,-4.32,87,9.0,3,0,0.87,44.0,-21.5,0.0,0.0
2,41.49,6.0148,4.435,-2.45,158,12.5,3,1,1.49,75.0,-37.0,2.0,0.0
3,31.15,6.8244,4.93,-1.47,115,16.0,3,1,1.15,57.0,-29.0,2.0,0.0
4,20.43,7.2268,6.18,0.61,93,21.0,6,0,0.93,44.0,-24.5,0.0,0.0
5,43.0,7.2336,5.69,-0.4,76,21.0,3,3,0.5,41.0,-4.5,6.0,0.0
6,38.36,12.0036,9.52,1.65,136,20.5,6,0,1.36,70.0,-33.0,0.0,0.0
7,33.87,8.9082,7.12,-1.41,111,14.5,3,0,0.87,51.0,-18.0,0.0,0.0
8,22.82,7.9318,6.18,0.09,82,15.0,3,0,0.82,42.0,-20.0,0.0,0.0
9,19.1,6.991,6.15,-0.43,60,17.5,5,1,0.6,31.0,-14.5,2.0,0.0
10,33.51,9.6538,6.535,2.6,101,27.0,3,1,1.01,54.0,-23.5,2.0,0.0
11,37.35,9.06,6.505,-0.43,135,22.0,3,0,1.35,69.0,-33.0,0.0,0.0
12,139.07,12.3906,7.525,-0.4,157,27.0,3,12,1.57,128.0,-14.5,24.0,0.0
13,134.26,19.5004,9.78,1.56,426,26.5,3,5,4.26,222.0,-102.0,10.0,0.0
14,81.61,15.9924,10.74,-1.47,261,33.0,3,2,2.61,137.0,-62.0,4.0,0.0
15,200.31,20.3728,8.695,0.55,731,20.5,5,4,7.31,367.0,-182.0,8.0,0.0
16,126.36,21.6898,13.795,-3.37,362,45.0,3,11,1.36,114.0,-11.0,22.0,0.0
17,119.62,23.2732,17.55,-1.96,325,30.5,3,13,1.12,99.0,-6.5,26.0,0.0
18,142.96,26.4402,16.66,0.03,247,29.0,3,12,1.46,127.0,-9.5,24.0,0.0
19,133.94,30.384,23.06,0.55,240,31.0,5,13,1.44,119.0,-12.5,26.0,0.0
20,147.15,48.6112,33.125,1.53,187,42.5,3,15,1.65,132.0,-16.5,30.0,0.0
21,152.18,38.5816,31.32,-1.47,168,34.5,3,10,1.68,143.0,-12.5,20.0,0.0
22,189.13,40.3738,26.57,3.15,213,35.0,5,11,2.13,181.0,-16.0,22.0,0.0
23,154.82,36.3904,23.045,5.66,182,27.0,9,11,1.82,148.0,-17.0,22.0,0.0
24,221.34,42.5106,24.8,1.59,339,41.0,9,21,2.34,196.0,-19.0,42.0,0.0
25,178.12,37.9796,29.18,-3.92,162,44.0,3,20,1.62,145.0,-8.5,40.0,0.0
26,203.1,40.638,26.095,1.59,210,31.5,9,18,2.1,180.0,-15.0,36.0,0.0
27,147.57,40.0638,30.535,-1.47,344,29.0,3,11,1.57,135.0,-11.0,22.0,0.0
28,148.41,39.6154,32.125,-1.47,294,36.0,3,15,1.41,125.0,-8.0,30.0,0.0
29,145.63,44.5302,31.34,-1.47,256,38.5,3,10,1.63,137.0,-13.0,20.0,0.0
30,186.15,55.5796,40.475,-1.47,215,52.5,3,13,2.15,177.0,-19.0,26.0,0.0
31,174.15,37.1886,28.045,4.1,215,32.5,8,10,2.15,173.0,-21.0,20.0,0.0
32,95.58,30.6908,24.005,3.15,111,25.5,8,6,1.08,91.0,-8.5,12.0,0.0
33,252.67,51.8818,34.625,2.6,305,40.0,9,20,2.67,229.0,-19.0,40.0,0.0
34,211.77,48.5784,29.03,3.27,227,38.0,9,16,2.27,194.0,-16.5,32.0,0.0
35,289.21,43.4506,25.81,-1.47,321,33.0,3,26,3.21,263.0,-29.0,52.0,0.0
36,181.42,51.1978,38.95,-1.47,242,46.0,3,12,2.42,184.0,-29.0,24.0,0.0
37,174.7,52.6204,48.355,1.53,177,57.5,3,15,1.7,152.0,-9.0,30.0,0.0
38,365.47,56.024,31.35,4.59,397,37.5,9,31,3.97,332.0,-32.5,62.0,0.0
39,243.61,45.2962,33.075,-1.47,261,37.0,3,23,2.61,217.0,-22.0,46.0,0.0
40,273.14,51.2756,35.905,-1.47,314,43.5,3,17,3.14,262.0,-26.0,34.0,0.0
41,336.33,55.1468,37.2,0.03,383,43.0,3,25,3.83,316.0,-33.5,50.0,0.0
42,179.05,54.6848,41.39,1.53,205,48.0,3,13,2.05,169.0,-18.0,26.0,0.0
43,175.7,43.6788,32.85,2.03,220,37.0,3,15,2.2,169.0,-25.5,30.0,0.0
44,574.49,53.1132,29.86,4.59,649,35.0,9,51,6.49,527.0,-61.0,102.0,0.0
45,166.47,47.8346,35.61,-1.47,197,42.0,3,13,1.97,158.0,-19.5,26.0,0.0
46,453.05,76.8004,50.26,-1.47,555,58.5,3,34,5.55,438.0,-58.5,68.0,0.0
47,436.04,90.9262,58.785,0.03,504,68.0,3,34,5.04,410.0,-47.0,68.0,0.0
48,287.86,76.9536,57.51,-1.47,337,73.0,3,31,2.86,244.0,-21.0,62.0,0.0
49,362.78,86.16,64.73,-1.47,378,79.0,3,37,3.78,316.0,-31.0,74.0,0.0
50,583.74,113.6944,80.79,0.03,624,104.0,3,54,6.24,521.0,-51.5,108.0,0.0
51,666.34,90.1516,53.565,1.53,784,63.5,3,55,7.84,627.0,-78.5,110.0,0.0
52,537.81,79.483,46.73,4.59,631,54.5,9,41,6.31,510.0,-60.5,82.0,0.0
53,801.72,103.622,59.46,2.6,922,77.0,9,68,9.22,745.0,-88.5,136.0,0.0
54,318.93,77.9426,48.035,-1.47,393,70.0,3,24,3.93,309.0,-42.0,48.0,0.0
55,375.44,103.7302,86.83,-1.47,544,100.0,3,21,5.44,400.0,-72.0,42.0,0.0
56,730.27,127.1748,65.425,-1.47,877,73.0,3,52,8.77,704.0,-86.5,104.0,0.0
57,607.51,119.6178,62.8,4.59,651,80.0,9,56,6.51,543.0,-54.0,112.0,0.0
58,470.91,123.1742,82.23,-1.47,552,101.5,3,32,5.41,448.0,-46.5,64.0,0.0
59,407.98,101.4382,56.085,-1.47,548,65.0,3,30,5.48,411.0,-68.5,60.0,0.0
60,476.67,108.3068,67.455,0.03,645,77.0,3,36,5.67,455.0,-56.0,72.0,0.0
61,1053.46,106.072,60.845,-1.47,1396,75.0,3,73,13.96,1061.0,-167.5,146.0,0.0
62,469.11,100.0554,64.24,-1.47,661,83.5,3,41,6.61,474.0,-93.5,82.0,0.0
63,350.55,90.0072,49.735,3.09,455,71.0,9,31,4.55,341.0,-57.0,62.0,0.0
64,481.82,105.8932,52.45,4.59,632,80.0,9,38,6.32,477.0,-77.5,76.0,0.0
65,457.98,128.6672,68.095,5.58,550,90.5,8,46,5.48,423.0,-62.5,92.0,0.0
66,581.81,112.2076,72.73,4.1,731,82.5,9,47,7.31,564.0,-83.5,94.0,0.0
67,616.18,117.6926,51.26,4.59,818,71.5,9,39,8.18,626.0,-96.0,78.0,0.0
68,496.01,95.8966,55.655,4.59,711,61.5,9,45,6.01,467.0,-67.0,90.0,0.0
69,766.89,117.073,64.225,4.59,1039,83.5,9,59,10.39,772.0,-133.5,118.0,0.0
70,534.53,108.6056,53.665,3.09,653,75.0,9,38,6.53,519.0,-67.0,76.0,0.0
71,410.43,94.0598,54.055,-1.47,543,77.5,3,36,5.43,403.0,-70.0,72.0,0.0
72,518.54,112.3118,46.935,-1.47,654,62.0,3,43,6.54,502.0,-76.0,86.0,0.0
73,1155.61,119.3784,71.045,2.66,1561,79.5,7,79,15.61,1175.0,-193.0,158.0,0.0
74,492.09,98.7362,54.64,-3.92,609,66.5,8,42,6.09,471.0,-69.0,84.0,0.0
75,488.84,104.7138,59.15,4.1,634,80.0,9,36,6.34,485.0,-74.5,72.0,0.0
76,639.61,128.2694,88.69,4.59,861,100.0,9,41,8.61,653.0,-104.0,82.0,0.0
77,549.66,127.5784,75.45,7.59,716,97.0,9,37,7.16,551.0,-82.5,74.0,0.0
78,382.39,113.9566,87.855,-3.92,489,111.5,6,29,4.89,376.0,-56.5,58.0,0.0
79,411.2,108.7708,60.655,-1.47,570,70.0,3,25,5.7,427.0,-71.5,50.0,0.0
80,646.37,117.2166,56.605,-3.92,837,74.0,8,49,8.37,639.0,-99.0,98.0,0.0
81,536.22,99.2008,69.425,-1.47,672,103.0,3,45,6.72,517.0,-77.5,90.0,0.0
82,491.29,126.7752,94.255,4.59,635,118.0,9,39,6.29,481.0,-74.0,78.0,0.0
83,569.42,94.1118,43.6,1.53,742,57.0,3,42,7.42,566.0,-88.0,84.0,0.0
84,541.3,132.7098,104.7,3.13,630,120.0,8,47,6.3,504.0,-63.0,94.0,0.0
85,828.26,112.5024,74.565,-1.47,1126,94.0,3,63,11.26,836.0,-145.0,126.0,0.0
86,421.58,91.5222,79.245,4.59,508,96.0,9,33,5.08,403.0,-52.5,66.0,0.0
87,301.64,73.2934,43.95,4.71,379,60.5,10,27,3.64,284.0,-40.0,54.0,0.0
88,748.84,127.3392,73.695,0.55,884,98.0,5,66,8.84,700.0,-92.0,132.0,0.0
89,361.09,99.3016,75.47,-1.47,444,98.5,3,31,4.09,333.0,-38.0,62.0,0.0
90,320.47,93.4728,74.605,1.59,421,82.5,9,30,3.47,287.0,-30.0,60.0,0.0
91,284.8,82.8492,66.02,-3.92,330,85.0,8,23,3.3,267.0,-31.5,46.0,0.0
92,488.24,78.6134,50.37,5.09,624,57.0,9,34,6.24,484.0,-70.0,68.0,0.0
93,370.54,84.0444,51.435,1.53,454,79.5,3,37,4.54,346.0,-54.0,74.0,0.0
94,450.18,75.2988,45.105,-1.47,518,66.5,3,40,5.18,416.0,-51.0,80.0,0.0
95,251.94,66.7264,50.78,2.6,294,70.0,9,24,2.94,232.0,-31.0,48.0,0.0
96,307.61,86.068,62.325,1.62,475,79.5,9,19,4.11,314.0,-48.5,38.0,0.0
97,444.94,84.3342,58.615,4.59,544,82.5,9,37,5.44,425.0,-59.5,74.0,0.0
98,434.22,94.3858,69.7,3.09,572,76.0,9,31,5.72,435.0,-68.5,62.0,0.0
99,378.67,80.2234,55.0,3.09,517,75.5,9,25,5.17,388.0,-64.5,50.0,0.0
