generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
81,1472.64,251.9028,119.59,4.1,3464,282.5,10,43,34.64,2056.0,-704.0,86.0,0.0
82,749.58,142.035,69.57,-1.41,1558,183.0,7,35,15.58,962.0,-298.0,70.0,0.0
83,775.52,167.2068,82.52,-0.31,1952,178.0,6,26,19.52,1120.0,-416.0,52.0,0.0
84,894.44,178.831,79.0,-3.92,1944,214.0,8,37,19.44,1182.0,-381.0,74.0,0.0
85,1061.02,146.4378,69.835,-1.47,2458,182.5,3,61,18.52,1231.0,-310.5,122.0,0.0
86,1389.2,227.5056,61.08,4.59,3043,151.0,6,79,25.2,1644.0,-438.0,158.0,0.0
87,1224.09,138.2314,58.0,1.59,2309,137.5,5,49,23.09,1505.0,-402.0,98.0,0.0
88,1078.4,158.1638,71.115,1.59,1918,124.0,9,63,18.4,1236.0,-302.0,126.0,0.0
89,1220.13,191.7394,72.94,1.22,2163,173.0,6,72,21.63,1424.0,-369.5,144.0,0.0
90,1237.54,207.3336,117.595,-1.47,2204,209.5,3,63,22.04,1461.0,-371.5,126.0,0.0
91,956.1,237.9178,165.655,1.59,1696,357.0,9,67,16.1,1074.0,-268.0,134.0,0.0
92,723.14,170.9042,141.4,3.09,1314,256.5,9,40,13.14,858.0,-228.0,80.0,0.0
93,699.72,162.4872,55.115,2.08,1272,99.0,5,33,12.72,838.0,-217.0,66.0,0.0
94,1162.94,237.8468,84.35,2.6,2044,191.0,5,66,20.44,1355.0,-344.5,132.0,0.0
95,1443.41,179.853,78.345,1.22,2441,135.5,9,80,24.41,1653.0,-394.0,160.0,0.0
96,1505.2,190.7086,94.43,-1.93,2620,156.0,3,85,26.2,1746.0,-437.0,170.0,0.0
97,895.28,154.3898,76.27,3.09,1528,127.0,6,51,15.28,1028.0,-250.0,102.0,0.0
98,829.68,218.3004,123.22,4.71,1518,224.0,10,45,15.18,989.0,-264.5,90.0,0.0
99,1649.81,165.8892,81.895,-1.47,2781,164.0,3,97,27.81,1879.0,-451.0,194.0,0.0
100,801.31,141.8074,72.095,4.1,1381,128.0,6,46,13.81,924.0,-228.5,92.0,0.0
