generation,best_score,mean_score,median_score,worst_score,best_turns,median_turns,worst_turns,best_food_eaten,best_sc_survival,best_sc_towards,best_sc_against,best_sc_ate,best_sc_bomb
1,14.9,4.0372,3.365,-2.45,75,11.0,3,0,0.4,23.0,-8.5,0.0,0.0
2,22.85,6.1418,4.58,-2.82,69,15.5,3,2,0.35,24.0,-5.5,4.0,0.0
3,22.94,5.961,5.045,-2.45,94,13.0,3,0,0.94,46.0,-24.0,0.0,0.0
4,39.9,7.742,5.865,-4.38,159,13.5,3,1,1.4,71.0,-34.5,2.0,0.0
5,46.0,9.1036,5.935,-1.93,200,22.0,3,0,2.0,96.0,-52.0,0.0,0.0
6,60.27,11.5634,6.21,-1.96,177,21.5,3,3,1.77,94.0,-41.5,6.0,0.0
7,47.87,13.9972,10.635,-1.44,187,39.0,3,3,1.87,89.0,-49.0,6.0,0.0
8,49.21,10.6668,8.035,0.58,183,33.0,5,2,1.71,86.0,-42.5,4.0,0.0
9,119.7,18.909,9.51,-1.96,420,39.0,4,6,4.2,209.0,-105.5,12.0,0.0
10,74.82,17.6748,10.645,0.15,282,43.0,9,3,2.82,138.0,-72.0,6.0,0.0
11,124.17,20.6284,14.015,0.09,517,58.5,6,5,5.17,245.0,-136.0,10.0,0.0
12,121.17,25.9122,16.68,-1.41,467,57.5,6,4,4.67,228.0,-119.5,8.0,0.0
13,86.72,20.8782,12.585,0.15,372,54.5,9,4,3.72,174.0,-99.0,8.0,0.0
14,147.07,29.581,17.52,0.09,507,62.5,9,8,5.07,253.0,-127.0,16.0,0.0
15,128.41,34.0918,25.445,-1.41,450,116.5,9,5,4.41,223.0,-109.0,10.0,0.0
16,128.97,26.0526,17.72,0.21,397,62.5,6,8,3.97,205.0,-96.0,16.0,0.0
17,149.58,31.2052,22.105,-1.96,608,80.0,3,4,6.08,293.0,-157.5,8.0,0.0
18,101.4,22.8594,12.73,1.71,394,49.5,8,5,3.4,172.0,-84.0,10.0,0.0
19,152.58,27.9346,14.435,-2.94,558,44.5,5,6,5.58,276.0,-141.0,12.0,0.0
20,113.66,27.9398,16.71,-2.3,475,49.5,6,5,4.16,205.0,-105.5,10.0,0.0
21,71.93,20.1834,12.64,0.15,267,41.5,5,4,2.43,122.0,-60.5,8.0,0.0
22,216.32,35.3374,17.125,0.09,782,75.0,6,11,7.82,385.0,-198.5,22.0,0.0
23,82.29,21.6854,12.08,-3.43,289,43.0,7,3,2.79,142.0,-68.5,6.0,0.0
24,271.07,39.6228,20.56,-1.47,1207,82.0,3,12,12.07,559.0,-324.0,24.0,0.0
25,108.2,24.6656,17.59,-3.74,570,86.5,3,1,5.7,257.0,-156.5,2.0,0.0
26,122.17,23.0442,14.145,-2.45,567,69.5,5,5,5.67,260.0,-153.5,10.0,0.0
27,87.54,26.4644,16.52,-1.47,504,66.5,3,6,5.04,215.0,-144.5,12.0,0.0
28,144.34,24.5862,10.445,-2.94,634,56.5,5,4,6.34,298.0,-168.0,8.0,0.0
29,123.64,25.7202,11.505,-1.96,590,54.5,3,5,4.14,211.0,-101.5,10.0,0.0
30,121.62,21.168,11.605,-2.94,537,44.5,6,4,5.12,243.0,-134.5,8.0,0.0
31,144.52,22.4814,10.35,-4.32,702,37.0,3,2,7.02,323.0,-189.5,4.0,0.0
32,107.46,20.0088,14.865,-1.47,446,48.5,3,4,4.46,212.0,-117.0,8.0,0.0
33,122.89,22.1352,12.605,-1.47,439,45.5,3,4,4.39,220.0,-109.5,8.0,0.0
34,54.32,13.2092,8.26,-1.47,232,39.0,3,3,2.32,108.0,-62.0,6.0,0.0
35,78.68,17.7032,8.635,-2.45,318,29.5,3,1,3.18,155.0,-81.5,2.0,0.0
36,126.44,21.8938,9.325,-2.94,544,45.0,3,3,5.44,258.0,-143.0,6.0,0.0
37,207.9,25.7932,10.015,-1.47,641,42.5,3,7,4.4,273.0,-83.5,14.0,0.0
38,127.62,17.73,9.13,-0.43,354,26.5,7,2,2.62,168.0,-47.0,4.0,0.0
39,202.5,28.7184,10.89,-1.47,800,29.5,3,4,8.0,391.0,-204.5,8.0,0.0
40,143.83,21.622,11.635,-1.41,436,51.0,5,5,3.33,198.0,-67.5,10.0,0.0
